"ple0162","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Not Employed","West Germany","3357","0.955170652736606","0.948354047357672","0.961987258115541"
"Yes","2012","Not Employed","East Germany","1308","0.962389472641238","0.95231142260397","0.972467522678506"
"Yes","2012","Employed","West Germany","2997","0.917619148504968","0.908208452278445","0.927029844731491"
"Yes","2012","Employed","East Germany","865","0.936878874968607","0.921274860015932","0.952482889921282"
"No","2012","Not Employed","West Germany","183","0.0448293472633936","0.0380127418844589","0.0516459526423284"
"No","2012","Not Employed","East Germany","61","0.037610527358762","0.0275324773214943","0.0476885773960298"
"No","2012","Employed","West Germany","282","0.0823808514950317","0.0729701552685088","0.0917915477215545"
"No","2012","Employed","East Germany","68","0.0631211250313931","0.0475171100787181","0.0787251399840681"
"Yes","2013","Not Employed","West Germany","3865","0.958484275314953","0.952363353709398","0.964605196920507"
"Yes","2013","Not Employed","East Germany","1249","0.973890683457392","0.96519231445661","0.982589052458174"
"Yes","2013","Employed","West Germany","2760","0.916123222704525","0.906230171968257","0.926016273440792"
"Yes","2013","Employed","East Germany","780","0.929021590550957","0.911809204873073","0.94623397622884"
"No","2013","Not Employed","West Germany","215","0.0415157246850473","0.0353948030794928","0.0476366462906019"
"No","2013","Not Employed","East Germany","42","0.0261093165426079","0.017410947541826","0.0348076855433899"
"No","2013","Employed","West Germany","256","0.0838767772954755","0.0739837265592082","0.0937698280317427"
"No","2013","Employed","East Germany","75","0.0709784094490433","0.0537660237711595","0.0881907951269271"
"Yes","2014","Not Employed","West Germany","","","",""
"Yes","2014","Not Employed","East Germany","","","",""
"Yes","2014","Employed","West Germany","","","",""
"Yes","2014","Employed","East Germany","","","",""
"No","2014","Not Employed","West Germany","","","",""
"No","2014","Not Employed","East Germany","","","",""
"No","2014","Employed","West Germany","","","",""
"No","2014","Employed","East Germany","","","",""
"Yes","2015","Not Employed","West Germany","3174","0.941361959254514","0.933472811828648","0.949251106680379"
"Yes","2015","Not Employed","East Germany","1152","0.943979324726823","0.931022135036051","0.956936514417596"
"Yes","2015","Employed","West Germany","2844","0.852969582214193","0.84081305130524","0.865126113123147"
"Yes","2015","Employed","East Germany","761","0.843276432673436","0.81913343740254","0.867419427944332"
"No","2015","Not Employed","West Germany","233","0.0586380407454862","0.0507488933196205","0.0665271881713519"
"No","2015","Not Employed","East Germany","58","0.0560206752731767","0.0430634855824043","0.068977864963949"
"No","2015","Employed","West Germany","416","0.147030417785807","0.134873886876853","0.159186948694761"
"No","2015","Employed","East Germany","110","0.156723567326564","0.132580572055668","0.18086656259746"
"Yes","2016","Not Employed","West Germany","567","0.781358564814789","0.751272145016235","0.811444984613344"
"Yes","2016","Not Employed","East Germany","150","0.745661725230803","0.683244555212344","0.808078895249262"
"Yes","2016","Employed","West Germany","","","",""
"Yes","2016","Employed","East Germany","","","",""
"No","2016","Not Employed","West Germany","158","0.218641435185211","0.188555015386656","0.248727854983765"
"No","2016","Not Employed","East Germany","37","0.254338274769197","0.191921104750738","0.316755444787656"
"No","2016","Employed","West Germany","","","",""
"No","2016","Employed","East Germany","","","",""
"Yes","2017","Not Employed","West Germany","3441","0.96227938363865","0.956090992828626","0.968467774448673"
"Yes","2017","Not Employed","East Germany","1117","0.977117785734373","0.96852037826813","0.985715193200615"
"Yes","2017","Employed","West Germany","3124","0.930212183300174","0.921618815935014","0.938805550665333"
"Yes","2017","Employed","East Germany","862","0.926631535175543","0.909837662676092","0.943425407674994"
"No","2017","Not Employed","West Germany","200","0.0377206163613504","0.031532225551327","0.0439090071713737"
"No","2017","Not Employed","East Germany","45","0.0228822142656271","0.0142848067993846","0.0314796217318696"
"No","2017","Employed","West Germany","253","0.0697878166998262","0.0611944493346668","0.0783811840649857"
"No","2017","Employed","East Germany","64","0.073368464824457","0.0565745923250059","0.0901623373239081"
"Yes","2018","Not Employed","West Germany","60","0.638922204044277","0.531640142488444","0.74620426560011"
"Yes","2018","Not Employed","East Germany","6","","",""
"Yes","2018","Employed","West Germany","","","",""
"Yes","2018","Employed","East Germany","","","",""
"No","2018","Not Employed","West Germany","17","","",""
"No","2018","Not Employed","East Germany","4","","",""
"No","2018","Employed","West Germany","","","",""
"No","2018","Employed","East Germany","","","",""
"Yes","2019","Not Employed","West Germany","3414","0.962853319070798","0.956727159565927","0.96897947857567"
"Yes","2019","Not Employed","East Germany","1183","0.951290914577235","0.9393673093523","0.963214519802171"
"Yes","2019","Employed","West Germany","3231","0.918423630812582","0.909428450590053","0.927418811035111"
"Yes","2019","Employed","East Germany","930","0.908159131209921","0.890392133818777","0.925926128601066"
"No","2019","Not Employed","West Germany","247","0.0371466809292017","0.03102052142433","0.0432728404340733"
"No","2019","Not Employed","East Germany","69","0.0487090854227647","0.0367854801978292","0.0606326906477002"
"No","2019","Employed","West Germany","326","0.0815763691874183","0.0725811889648895","0.0905715494099471"
"No","2019","Employed","East Germany","85","0.0918408687900787","0.074073871398934","0.109607866181223"
