"year","migback","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","direct migration background","Female","4.24","4","1240","4.15","4.33","2","3","5","6"
"2005","direct migration background","Male","4.44","4","1101","4.35","4.53","2","4","6","7"
"2005","indirect migration background","Female","4.73","5","426","4.59","4.87","3","4","6","7"
"2005","indirect migration background","Male","4.84","5","405","4.71","4.97","3","4","6","6"
"2005","no migration background","Female","4.41","4","9090","4.38","4.44","2","4","5","6"
"2005","no migration background","Male","4.66","5","8355","4.63","4.69","3","4","6","6"
"2006","direct migration background","Female","","","","","","","","",""
"2006","direct migration background","Male","","","","","","","","",""
"2006","indirect migration background","Female","","","","","","","","",""
"2006","indirect migration background","Male","","","","","","","","",""
"2006","no migration background","Female","","","","","","","","",""
"2006","no migration background","Male","","","","","","","","",""
"2007","direct migration background","Female","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","",""
"2008","direct migration background","Female","","","","","","","","",""
"2008","direct migration background","Male","","","","","","","","",""
"2008","indirect migration background","Female","","","","","","","","",""
"2008","indirect migration background","Male","","","","","","","","",""
"2008","no migration background","Female","","","","","","","","",""
"2008","no migration background","Male","","","","","","","","",""
"2009","direct migration background","Female","4.34","4","887","4.24","4.44","2","3","5","6"
"2009","direct migration background","Male","4.47","5","754","4.36","4.58","2","4","6","6"
"2009","indirect migration background","Female","4.87","5","368","4.73","5.01","3","4","6","7"
"2009","indirect migration background","Male","4.81","5","344","4.66","4.96","3","4","6","6"
"2009","no migration background","Female","4.33","4","8126","4.3","4.36","2","3","5","6"
"2009","no migration background","Male","4.6","5","7472","4.57","4.63","3","4","6","6"
"2010","direct migration background","Female","","","","","","","","",""
"2010","direct migration background","Male","","","","","","","","",""
"2010","indirect migration background","Female","","","","","","","","",""
"2010","indirect migration background","Male","","","","","","","","",""
"2010","no migration background","Female","","","","","","","","",""
"2010","no migration background","Male","","","","","","","","",""
"2011","direct migration background","Female","","","","","","","","",""
"2011","direct migration background","Male","","","","","","","","",""
"2011","indirect migration background","Female","","","","","","","","",""
"2011","indirect migration background","Male","","","","","","","","",""
"2011","no migration background","Female","","","","","","","","",""
"2011","no migration background","Male","","","","","","","","",""
"2012","direct migration background","Female","4.9","5","601","4.78","5.02","3","4","6","7"
"2012","direct migration background","Male","5.06","5","482","4.93","5.19","3","4","6","7"
"2012","indirect migration background","Female","5.09","5","287","4.94","5.24","4","4","6","7"
"2012","indirect migration background","Male","5.1","5","197","4.93","5.27","4","4","6","7"
"2012","no migration background","Female","4.8","5","3340","4.75","4.85","3","4","6","6"
"2012","no migration background","Male","5","5","2211","4.95","5.05","3","4","6","7"
"2013","direct migration background","Female","4.42","5","946","4.32","4.52","2","3","6","7"
"2013","direct migration background","Male","4.76","5","728","4.65","4.87","3","4","6","7"
"2013","indirect migration background","Female","4.87","5","370","4.73","5.01","3","4","6","7"
"2013","indirect migration background","Male","5.02","5","345","4.88","5.16","3","4","6","7"
"2013","no migration background","Female","4.56","5","8691","4.53","4.59","3","4","6","6"
"2013","no migration background","Male","4.77","5","7735","4.74","4.8","3","4","6","6"
"2014","direct migration background","Female","","","","","","","","",""
"2014","direct migration background","Male","","","","","","","","",""
"2014","indirect migration background","Female","","","","","","","","",""
"2014","indirect migration background","Male","","","","","","","","",""
"2014","no migration background","Female","","","","","","","","",""
"2014","no migration background","Male","","","","","","","","",""
"2015","direct migration background","Female","","","","","","","","",""
"2015","direct migration background","Male","","","","","","","","",""
"2015","indirect migration background","Female","","","","","","","","",""
"2015","indirect migration background","Male","","","","","","","","",""
"2015","no migration background","Female","","","","","","","","",""
"2015","no migration background","Male","","","","","","","","",""
"2016","direct migration background","Female","","","","","","","","",""
"2016","direct migration background","Male","","","","","","","","",""
"2016","indirect migration background","Female","","","","","","","","",""
"2016","indirect migration background","Male","","","","","","","","",""
"2016","no migration background","Female","","","","","","","","",""
"2016","no migration background","Male","","","","","","","","",""
"2017","direct migration background","Female","4.67","5","3497","4.62","4.72","3","4","6","7"
"2017","direct migration background","Male","4.88","5","3708","4.83","4.93","3","4","6","7"
"2017","indirect migration background","Female","4.96","5","926","4.87","5.05","3","4","6","7"
"2017","indirect migration background","Male","4.85","5","788","4.75","4.95","3","4","6","7"
"2017","no migration background","Female","4.59","5","10837","4.56","4.62","3","4","6","6"
"2017","no migration background","Male","4.82","5","9439","4.79","4.85","3","4","6","6"
"2018","direct migration background","Female","","","","","","","","",""
"2018","direct migration background","Male","","","","","","","","",""
"2018","indirect migration background","Female","","","","","","","","",""
"2018","indirect migration background","Male","","","","","","","","",""
"2018","no migration background","Female","","","","","","","","",""
"2018","no migration background","Male","","","","","","","","",""
"2019","direct migration background","Female","4.58","5","2092","4.51","4.65","2","4","6","7"
"2019","direct migration background","Male","4.76","5","1725","4.69","4.83","3","4","6","7"
"2019","indirect migration background","Female","4.95","5","900","4.86","5.04","3","4","6","7"
"2019","indirect migration background","Male","4.84","5","795","4.75","4.93","3","4","6","6"
"2019","no migration background","Female","4.51","5","10443","4.48","4.54","3","4","6","6"
"2019","no migration background","Male","4.68","5","9753","4.65","4.71","3","4","6","6"
