"plb0195_h","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1984","Not Employed","West Germany","12","","",""
"Acclaimed","1984","Not Employed","East Germany","","","",""
"Acclaimed","1984","Employed","West Germany","1070","0.283402282941771","0.269926458733426","0.296878107150115"
"Acclaimed","1984","Employed","East Germany","","","",""
"Partly, partly","1984","Not Employed","West Germany","6","","",""
"Partly, partly","1984","Not Employed","East Germany","","","",""
"Partly, partly","1984","Employed","West Germany","456","0.110881630183516","0.101492495964209","0.120270764402823"
"Partly, partly","1984","Employed","East Germany","","","",""
"Paid","1984","Not Employed","West Germany","35","0.527382634165587","0.411254708946961","0.643510559384213"
"Paid","1984","Not Employed","East Germany","","","",""
"Paid","1984","Employed","West Germany","1838","0.356075210389528","0.341756483788546","0.37039393699051"
"Paid","1984","Employed","East Germany","","","",""
"Not paid","1984","Not Employed","West Germany","18","","",""
"Not paid","1984","Not Employed","East Germany","","","",""
"Not paid","1984","Employed","West Germany","932","0.249640876485185","0.236698668113713","0.262583084856658"
"Not paid","1984","Employed","East Germany","","","",""
"Acclaimed","1985","Not Employed","West Germany","12","","",""
"Acclaimed","1985","Not Employed","East Germany","","","",""
"Acclaimed","1985","Employed","West Germany","892","0.271574776058878","0.257183097901835","0.285966454215921"
"Acclaimed","1985","Employed","East Germany","","","",""
"Partly, partly","1985","Not Employed","West Germany","3","","",""
"Partly, partly","1985","Not Employed","East Germany","","","",""
"Partly, partly","1985","Employed","West Germany","400","0.116162096217724","0.105794149260123","0.126530043175326"
"Partly, partly","1985","Employed","East Germany","","","",""
"Paid","1985","Not Employed","West Germany","22","","",""
"Paid","1985","Not Employed","East Germany","","","",""
"Paid","1985","Employed","West Germany","1471","0.336733417797663","0.321441519443282","0.352025316152044"
"Paid","1985","Employed","East Germany","","","",""
"Not paid","1985","Not Employed","West Germany","15","","",""
"Not paid","1985","Not Employed","East Germany","","","",""
"Not paid","1985","Employed","West Germany","906","0.275529709925734","0.261073024109793","0.289986395741676"
"Not paid","1985","Employed","East Germany","","","",""
"Acclaimed","1986","Not Employed","West Germany","10","","",""
"Acclaimed","1986","Not Employed","East Germany","","","",""
"Acclaimed","1986","Employed","West Germany","959","0.308400854795484","0.293043437172886","0.323758272418083"
"Acclaimed","1986","Employed","East Germany","","","",""
"Partly, partly","1986","Not Employed","West Germany","5","","",""
"Partly, partly","1986","Not Employed","East Germany","","","",""
"Partly, partly","1986","Employed","West Germany","390","0.119515421351156","0.108728288327366","0.130302554374946"
"Partly, partly","1986","Employed","East Germany","","","",""
"Paid","1986","Not Employed","West Germany","23","","",""
"Paid","1986","Not Employed","East Germany","","","",""
"Paid","1986","Employed","West Germany","1475","0.364536285404969","0.348531533572162","0.380541037237775"
"Paid","1986","Employed","East Germany","","","",""
"Not paid","1986","Not Employed","West Germany","11","","",""
"Not paid","1986","Not Employed","East Germany","","","",""
