"ple0053","year","n","percent","lower_confidence","upper_confidence"
"Yes","1984","1373","0.112897559507176","0.107283324702839","0.118511794311513"
"No","1984","10833","0.887102440492824","0.881488205688487","0.892716675297161"
"Yes","1985","1264","0.113757456384532","0.107841581349129","0.119673331419935"
"No","1985","9802","0.886242543615468","0.880326668580065","0.892158418650871"
"Yes","1986","1299","0.124029432183935","0.117758737088473","0.130300127279397"
"No","1986","9315","0.875970567816065","0.869699872720603","0.882241262911527"
"Yes","1987","1243","0.125202160814999","0.118865985099653","0.131538336530345"
"No","1987","9237","0.874797839185001","0.868461663469655","0.881134014900347"
"Yes","1988","1208","0.126153050973082","0.119641961688748","0.132664140257417"
"No","1988","8781","0.873846949026918","0.867335859742583","0.880358038311252"
"Yes","1989","1151","0.123739417929499","0.117178744918304","0.130300090940693"
"No","1989","8526","0.876260582070501","0.869699909059307","0.882821255081696"
"Yes","1990","","","",""
"No","1990","","","",""
"Yes","1991","1180","0.134509191367591","0.127624502003636","0.141393880731545"
"No","1991","8255","0.865490808632409","0.858606119268455","0.872375497996364"
"Yes","1992","1495","0.122401267545038","0.116838687815274","0.127963847274802"
"No","1992","11841","0.877598732454962","0.872036152725198","0.883161312184726"
"Yes","1993","","","",""
"No","1993","","","",""
"Yes","1994","1510","0.133310374467565","0.127445621995337","0.139175126939794"
"No","1994","11394","0.866689625532435","0.860824873060206","0.872554378004663"
"Yes","1995","1581","0.127776076809303","0.122102659671795","0.13344949394681"
"No","1995","11720","0.872223923190697","0.86655050605319","0.877897340328205"
"Yes","1996","1604","0.129030249809788","0.123285449685827","0.134775049933749"
"No","1996","11477","0.870969750190212","0.865224950066251","0.876714550314173"
"Yes","1997","1561","0.129100700568116","0.123306077028969","0.134895324107264"
"No","1997","11302","0.870899299431883","0.865104675892736","0.876693922971031"
"Yes","1998","1749","0.12865643975832","0.123170080029229","0.134142799487411"
"No","1998","12558","0.87134356024168","0.865857200512589","0.876829919970771"
"Yes","1999","1690","0.133437485571235","0.127753313670292","0.139121657472178"
"No","1999","12058","0.866562514428765","0.860878342527821","0.872246686329708"
"Yes","2000","2878","0.121508190977098","0.117392948536486","0.12562343341771"
"No","2000","21335","0.878491809022902","0.87437656658229","0.882607051463514"
"Yes","2001","2643","0.124459812130643","0.12009717999757","0.128822444263717"
"No","2001","19351","0.875540187869357","0.871177555736283","0.87990282000243"
"Yes","2002","2725","0.125593725569145","0.121321160135187","0.129866291003103"
"No","2002","20385","0.874406274430855","0.870133708996897","0.878678839864813"
"Yes","2003","2643","0.125363452288755","0.121009093466553","0.129717811110956"
"No","2003","19572","0.874636547711245","0.870282188889044","0.878990906533447"
"Yes","2004","2604","0.128835539315901","0.124374905513489","0.133296173118313"
"No","2004","19065","0.871164460684099","0.866703826881687","0.875625094486511"
"Yes","2005","2311","0.119608839801907","0.115192386316754","0.12402529328706"
"No","2005","18428","0.880391160198093","0.87597470671294","0.884807613683246"
"Yes","2006","2582","0.126040316268125","0.121658714680437","0.130421917855813"
"No","2006","19459","0.873959683731875","0.869578082144187","0.878341285319563"
"Yes","2007","2456","0.12486166918353","0.120343768752081","0.12937956961498"
"No","2007","18109","0.87513833081647","0.87062043038502","0.879656231247919"
"Yes","2008","2264","0.117576180550528","0.113039388854443","0.122112972246614"
"No","2008","17100","0.882423819449472","0.877887027753386","0.886960611145557"
"Yes","2009","2316","0.129629886331148","0.124734292296077","0.134525480366219"
"No","2009","15768","0.870370113668852","0.865474519633781","0.875265707703924"
"Yes","2010","3296","0.127154025333069","0.122941600346729","0.131366450319408"
"No","2010","20731","0.872845974666931","0.868633549680592","0.877058399653271"
"Yes","2011","3929","0.135918675175281","0.131937797244341","0.139899553106222"
"No","2011","24540","0.864081324824719","0.860100446893778","0.868062202755659"
"Yes","2012","3752","0.140142520787953","0.136053751042037","0.14423129053387"
"No","2012","23937","0.859857479212047","0.85576870946613","0.863946248957963"
"Yes","2013","3476","0.14520951598114","0.140907782094989","0.14951124986729"
"No","2013","22291","0.85479048401886","0.85048875013271","0.85909221790501"
"Yes","2014","3580","0.13908535983343","0.134970112245123","0.143200607421737"
"No","2014","23581","0.86091464016657","0.856799392578263","0.865029887754877"
"Yes","2015","3354","0.140705082070292","0.136405294509756","0.145004869630828"
"No","2015","21768","0.859294917929708","0.854995130369172","0.863594705490244"
"Yes","2016","3220","0.135506044214411","0.131199339397886","0.139812749030936"
"No","2016","21042","0.864493955785589","0.860187250969064","0.868800660602114"
"Yes","2017","3597","0.142493101769811","0.138288831085954","0.146697372453669"
"No","2017","22958","0.857506898230189","0.853302627546331","0.861711168914046"
"Yes","2018","3449","0.141378485891182","0.137116096895418","0.145640874886946"
"No","2018","22218","0.858621514108818","0.854359125113055","0.862883903104582"
"Yes","2019","3477","0.141133504775437","0.136887663235566","0.145379346315308"
"No","2019","22353","0.858866495224563","0.854620653684692","0.863112336764434"
