"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","East Germany","5.52","6","101","3","4","7","7","7","5.2","5.84","1","7","6","6"
"2005","direct migration background","West Germany","5.35","6","2251","3","4","7","7","7","5.29","5.41","1","7","6","6"
"2005","indirect migration background","East Germany","5.38","5","35","4","5","6","7","7","4.94","5.82","3","7","4","6"
"2005","indirect migration background","West Germany","5.31","5","794","4","4","7","7","7","5.21","5.41","1","7","5","6"
"2005","no migration background","East Germany","5.21","5","4902","3","4","7","7","7","5.17","5.25","1","7","5","6"
"2005","no migration background","West Germany","5.24","5","12573","3","4","6","7","7","5.21","5.27","1","7","5","6"
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2006","no migration background","East Germany","","","","","","","","","","","","","",""
"2006","no migration background","West Germany","","","","","","","","","","","","","",""
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","","","","","","","","","","","","","",""
"2008","direct migration background","West Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2008","no migration background","East Germany","","","","","","","","","","","","","",""
"2008","no migration background","West Germany","","","","","","","","","","","","","",""
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2009","no migration background","East Germany","","","","","","","","","","","","","",""
"2009","no migration background","West Germany","","","","","","","","","","","","","",""
"2010","direct migration background","East Germany","5.81","6","63","4","6","7","7","7","5.45","6.17","1","7","6","6"
"2010","direct migration background","West Germany","5.34","6","1396","3","4","7","7","7","5.26","5.42","1","7","5","6"
"2010","indirect migration background","East Germany","5.74","6","38","4","5","7","7","7","5.28","6.2","1","7","5","6"
