"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Ostdeutschland, neue Bundeslaender","Female","5.59","6","2623","4","5","7","7","7","5.54","5.64","1","7","6","6"
"2005","Ostdeutschland, neue Bundeslaender","Male","5.37","6","2420","4","5","6","7","7","5.32","5.42","1","7","6","6"
"2005","Westdeutschland, alte Bundeslaender","Female","5.63","6","8179","4","5","7","7","7","5.6","5.66","1","7","6","6"
"2005","Westdeutschland, alte Bundeslaender","Male","5.4","6","7460","3","5","6","7","7","5.37","5.43","1","7","6","6"
"2006","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2006","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2006","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2006","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2007","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2007","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2007","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2007","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2008","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2008","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2008","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2008","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2009","Ostdeutschland, neue Bundeslaender","Female","5.37","6","2353","4","5","6","7","7","5.32","5.42","1","7","6","6"
"2009","Ostdeutschland, neue Bundeslaender","Male","5.22","5","2181","3","4","6","7","7","5.16","5.28","1","7","5","6"
"2009","Westdeutschland, alte Bundeslaender","Female","5.41","6","7053","4","5","6","7","7","5.38","5.44","1","7","6","6"
"2009","Westdeutschland, alte Bundeslaender","Male","5.24","5","6410","3","4","6","7","7","5.21","5.27","1","7","6","6"
"2010","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2010","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2010","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2010","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2011","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2011","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2011","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2011","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2012","Ostdeutschland, neue Bundeslaender","Female","5.56","6","808","4","5","6","7","7","5.47","5.65","1","7","6","6"
"2012","Ostdeutschland, neue Bundeslaender","Male","5.54","6","530","4","5","6","7","7","5.43","5.65","1","7","6","6"
"2012","Westdeutschland, alte Bundeslaender","Female","5.55","6","3426","4","5","7","7","7","5.51","5.59","1","7","6","6"
"2012","Westdeutschland, alte Bundeslaender","Male","5.5","6","2362","4","5","6","7","7","5.45","5.55","1","7","6","6"
"2013","Ostdeutschland, neue Bundeslaender","Female","5.49","6","2359","4","5","6","7","7","5.44","5.54","1","7","6","6"
"2013","Ostdeutschland, neue Bundeslaender","Male","5.33","6","2106","4","4","6","7","7","5.27","5.39","1","7","6","6"
"2013","Westdeutschland, alte Bundeslaender","Female","5.47","6","7673","4","5","7","7","7","5.44","5.5","1","7","6","6"
"2013","Westdeutschland, alte Bundeslaender","Male","5.36","6","6726","4","5","6","7","7","5.33","5.39","1","7","6","6"
"2014","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2014","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2014","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2014","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
