"pld0044","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","Schleswig-Holstein","1-pers.-HH","28","","","","5"
"Never","2003","Schleswig-Holstein","(Married) couple without C. ","92","0.353413432966657","0.294509716678739","0.412317149254576","5"
"Never","2003","Schleswig-Holstein","Single parent ","11","","","","5"
"Never","2003","Schleswig-Holstein","Couple + C. LE 16 ","40","0.244585147912155","0.17012036862985","0.319049927194459","5"
"Never","2003","Schleswig-Holstein","Couple + C. GT 16 ","34","0.426412118864039","0.328992764565522","0.523831473162555","5"
"Never","2003","Schleswig-Holstein","Couple + C. LE and GT 16","11","","","","5"
"Never","2003","Hamburg","1-pers.-HH","20","","","","5"
"Never","2003","Hamburg","(Married) couple without C. ","53","0.578753082184517","0.481490561588522","0.676015602780512","5"
"Never","2003","Hamburg","Single parent ","4","","","","5"
"Never","2003","Hamburg","Couple + C. LE 16 ","21","","","","5"
"Never","2003","Hamburg","Couple + C. GT 16 ","10","","","","5"
"Never","2003","Hamburg","Couple + C. LE and GT 16","7","","","","5"
"Never","2003","Lower Saxony","1-pers.-HH","112","0.545281819794768","0.478252960477846","0.61231067911169","5"
"Never","2003","Lower Saxony","(Married) couple without C. ","383","0.668389642586698","0.630906095816322","0.705873189357073","5"
"Never","2003","Lower Saxony","Single parent ","49","0.464131390120103","0.367819676894099","0.560443103346107","5"
"Never","2003","Lower Saxony","Couple + C. LE 16 ","176","0.393635893302367","0.346345791207976","0.440925995396759","5"
"Never","2003","Lower Saxony","Couple + C. GT 16 ","169","0.495779031831476","0.443987219760347","0.547570843902605","5"
"Never","2003","Lower Saxony","Couple + C. LE and GT 16","44","0.342569096328788","0.264513675893111","0.420624516764466","5"
"Never","2003","Bremen","1-pers.-HH","21","","","","5"
"Never","2003","Bremen","(Married) couple without C. ","38","0.583248121076097","0.462460184716726","0.704036057435467","5"
"Never","2003","Bremen","Single parent ","5","","","","5"
"Never","2003","Bremen","Couple + C. LE 16 ","14","","","","5"
"Never","2003","Bremen","Couple + C. GT 16 ","13","","","","5"
"Never","2003","Bremen","Couple + C. LE and GT 16","1","","","","5"
"Never","2003","North Rhine-Westphalia","1-pers.-HH","340","0.568237434316989","0.529651088758773","0.606823779875205","5"
"Never","2003","Brandenburg","Couple + C. GT 16 ","96","0.50490445330182","0.433812507499191","0.575996399104449","5"
"Never","2003","Brandenburg","Couple + C. LE and GT 16","24","","","","5"
"Never","2003","Mecklenburg-Western Pomerania","1-pers.-HH","45","0.640843004531432","0.532983285725035","0.748702723337829","5"
"Never","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","116","0.7069280866629","0.640799823654089","0.773056349671711","5"
"Never","2003","Mecklenburg-Western Pomerania","Single parent ","13","","","","5"
"Never","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","41","0.449386266164944","0.341058696640948","0.55771383568894","5"
"Never","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","39","0.424045146631244","0.329965554053748","0.518124739208739","5"
"Never","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","18","","","","5"
"Never","2003","Saxony","1-pers.-HH","122","0.588127823420868","0.521719280163677","0.654536366678059","5"
"Never","2003","Saxony","(Married) couple without C. ","400","0.712930144917812","0.675953163679966","0.749907126155657","5"
"Never","2003","Saxony","Single parent ","45","0.503231815852574","0.395667064687091","0.610796567018056","5"
"Never","2003","Saxony","Couple + C. LE 16 ","131","0.521805351084843","0.459256164107201","0.584354538062486","5"
"Never","2003","Saxony","Couple + C. GT 16 ","160","0.51573795115239","0.460106292704384","0.571369609600396","5"
"Never","2003","Saxony","Couple + C. LE and GT 16","70","0.535728676164665","0.454553644507472","0.616903707821857","5"
"Never","2003","Saxony-Anhalt","1-pers.-HH","72","0.627759053339713","0.540539139823445","0.714978966855982","5"
"Never","2003","Saxony-Anhalt","(Married) couple without C. ","225","0.676791259368441","0.626632847561127","0.726949671175756","5"
"Never","2003","Saxony-Anhalt","Single parent ","14","","","","5"
"Never","2003","Saxony-Anhalt","Couple + C. LE 16 ","75","0.618086026803654","0.532570596504966","0.703601457102342","5"
"Never","2003","Saxony-Anhalt","Couple + C. GT 16 ","115","0.600578719079466","0.537004470275723","0.664152967883209","5"
"Never","2003","Saxony-Anhalt","Couple + C. LE and GT 16","27","","","","5"
"Never","2003","Thuringia","1-pers.-HH","73","0.586830273008036","0.498360459489935","0.675300086526138","5"
"Never","2003","Thuringia","(Married) couple without C. ","201","0.679306318563708","0.626578127549453","0.732034509577962","5"
"Never","2003","Thuringia","Single parent ","27","","","","5"
"Never","2003","Thuringia","Couple + C. LE 16 ","96","0.662060197539959","0.587595461476348","0.736524933603571","5"
"Never","2003","Thuringia","Couple + C. GT 16 ","110","0.597819268010275","0.532579289632562","0.663059246387988","5"
"Never","2003","Thuringia","Couple + C. LE and GT 16","33","0.353446642680219","0.253568404965714","0.453324880394724","5"
"Never","2003","North Rhine-Westphalia","(Married) couple without C. ","905","0.593195471971342","0.568747997860463","0.61764294608222","5"
"Never","2003","North Rhine-Westphalia","Single parent ","88","0.386640754549627","0.319978126129651","0.453303382969604","5"
"Never","2003","North Rhine-Westphalia","Couple + C. LE 16 ","443","0.448961791214352","0.417676945037998","0.480246637390707","5"
"Never","2003","North Rhine-Westphalia","Couple + C. GT 16 ","347","0.481519650494189","0.446477098029484","0.516562202958893","5"
"Never","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","142","0.386346250539149","0.336598410564513","0.436094090513786","5"
"Never","2003","Hesse","1-pers.-HH","95","0.500119838606873","0.42787460971351","0.572365067500236","5"
"Never","2003","Hesse","(Married) couple without C. ","307","0.611225590824334","0.569995855418865","0.652455326229803","5"
"Never","2003","Hesse","Single parent ","31","0.558763562830059","0.427538596567582","0.689988529092535","5"
"Never","2003","Hesse","Couple + C. LE 16 ","152","0.47659987548975","0.422630919716775","0.530568831262725","5"
"Never","2003","Hesse","Couple + C. GT 16 ","100","0.386425759167155","0.32322136668317","0.44963015165114","5"
"Never","2003","Hesse","Couple + C. LE and GT 16","49","0.488358173428546","0.398167975903532","0.578548370953561","5"
"Never","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","108","0.598829201655478","0.525580486850482","0.672077916460474","5"
"Never","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","268","0.654263802920984","0.607479333363751","0.701048272478218","5"
"Never","2003","Rhineland-Palatinate,Saarland","Single parent ","38","0.467164744152936","0.355726506592277","0.578602981713596","5"
"Never","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","142","0.449778274111776","0.391509325808619","0.508047222414932","5"
"Never","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","75","0.458565651897297","0.386568910248342","0.530562393546252","5"
"Never","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","65","0.529727071308027","0.446149666617671","0.613304475998383","5"
"Never","2003","Baden-Württemberg","1-pers.-HH","153","0.446610526261957","0.392478347126424","0.50074270539749","5"
"Never","2003","Baden-Württemberg","(Married) couple without C. ","473","0.609480882689426","0.57582100627506","0.643140759103791","5"
"Never","2003","Baden-Württemberg","Single parent ","57","0.460074255418662","0.375050142537162","0.545098368300162","5"
"Never","2003","Baden-Württemberg","Couple + C. LE 16 ","288","0.462479051266384","0.422847594949974","0.502110507582794","5"
"Never","2003","Baden-Württemberg","Couple + C. GT 16 ","188","0.414665519840752","0.369838474244787","0.459492565436718","5"
"Never","2003","Baden-Württemberg","Couple + C. LE and GT 16","134","0.437489655389057","0.380784365262097","0.494194945516016","5"
"Never","2003","Bavaria","1-pers.-HH","209","0.529944657223311","0.481033509815765","0.578855804630857","5"
"Never","2003","Bavaria","(Married) couple without C. ","570","0.6108936472472","0.580384466034684","0.641402828459717","5"
"Never","2003","Bavaria","Single parent ","69","0.350941803538451","0.279616564023109","0.422267043053793","5"
"Never","2003","Bavaria","Couple + C. LE 16 ","290","0.456007047969538","0.417893569637326","0.494120526301751","5"
"Never","2003","Bavaria","Couple + C. GT 16 ","250","0.462622989831802","0.422287978131409","0.502958001532195","5"
"Never","2003","Bavaria","Couple + C. LE and GT 16","111","0.479377193160171","0.417939979447316","0.540814406873026","5"
"Never","2003","Berlin","1-pers.-HH","89","0.486679820039716","0.417409222889358","0.555950417190074","5"
"Never","2003","Berlin","(Married) couple without C. ","119","0.598939727287947","0.534756660523716","0.663122794052179","5"
"Never","2003","Berlin","Single parent ","25","","","","5"
"Never","2003","Berlin","Couple + C. LE 16 ","52","0.394055922214874","0.311320613093602","0.476791231336146","5"
"Never","2003","Berlin","Couple + C. GT 16 ","60","0.553399624876783","0.471049730750768","0.635749519002798","5"
"Never","2003","Berlin","Couple + C. LE and GT 16","9","","","","5"
"Never","2003","Brandenburg","1-pers.-HH","68","0.583133435410815","0.49379513964456","0.67247173117707","5"
"Never","2003","Brandenburg","(Married) couple without C. ","216","0.650426312948381","0.600182977771933","0.70066964812483","5"
"Never","2003","Brandenburg","Single parent ","19","","","","5"
"Never","2003","Brandenburg","Couple + C. LE 16 ","84","0.60824647790052","0.530388006375553","0.686104949425488","5"
"Often","2003","Schleswig-Holstein","1-pers.-HH","2","","","","2"
"Often","2003","Schleswig-Holstein","(Married) couple without C. ","1","","","","2"
"Often","2003","Schleswig-Holstein","Single parent ","1","","","","2"
"Often","2003","Hamburg","(Married) couple without C. ","1","","","","2"
"Often","2003","Hamburg","Single parent ","","","","","2"
"Often","2003","Hamburg","Couple + C. LE 16 ","1","","","","2"
"Often","2003","Hamburg","Couple + C. GT 16 ","1","","","","2"
"Often","2003","Hamburg","Couple + C. LE and GT 16","2","","","","2"
"Often","2003","Lower Saxony","1-pers.-HH","9","","","","2"
"Often","2003","Lower Saxony","(Married) couple without C. ","9","","","","2"
"Often","2003","Lower Saxony","Single parent ","8","","","","2"
"Often","2003","Lower Saxony","Couple + C. LE 16 ","14","","","","2"
"Often","2003","Lower Saxony","Couple + C. GT 16 ","17","","","","2"
"Often","2003","Bremen","Couple + C. LE 16 ","","","","","2"
"Often","2003","Bremen","Couple + C. GT 16 ","1","","","","2"
"Often","2003","Bremen","Couple + C. LE and GT 16","1","","","","2"
"Often","2003","North Rhine-Westphalia","1-pers.-HH","21","","","","2"
"Often","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","32","0.0935912829992016","0.0638332707042438","0.123349295294159","2"
"Often","2003","Hesse","1-pers.-HH","9","","","","2"
"Often","2003","Hesse","(Married) couple without C. ","12","","","","2"
"Often","2003","Hesse","Single parent ","3","","","","2"
"Often","2003","Hesse","Couple + C. LE 16 ","12","","","","2"
"Often","2003","Hesse","Couple + C. GT 16 ","8","","","","2"
"Often","2003","Hesse","Couple + C. LE and GT 16","4","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","2","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","4","","","","2"
"Often","2003","Brandenburg","Couple + C. GT 16 ","6","","","","2"
"Often","2003","Brandenburg","Couple + C. LE and GT 16","1","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","1-pers.-HH","6","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","Single parent ","2","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","1","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","4","","","","2"
"Often","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","","","2"
"Often","2003","Saxony","1-pers.-HH","3","","","","2"
"Often","2003","Saxony","(Married) couple without C. ","1","","","","2"
"Often","2003","Saxony","Single parent ","5","","","","2"
"Often","2003","Saxony","Couple + C. LE 16 ","5","","","","2"
"Often","2003","Saxony","Couple + C. GT 16 ","7","","","","2"
"Often","2003","Saxony","Couple + C. LE and GT 16","6","","","","2"
"Often","2003","Saxony-Anhalt","1-pers.-HH","2","","","","2"
"Often","2003","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"Often","2003","Saxony-Anhalt","Single parent ","3","","","","2"
"Often","2003","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"Often","2003","Thuringia","Single parent ","","","","","2"
"Often","2003","Thuringia","Couple + C. LE 16 ","","","","","2"
"Often","2003","Thuringia","Couple + C. GT 16 ","6","","","","2"
