"year","bula_h","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1984","Baden-Württemberg","general elemantary","856.53","826.28","378","801.16","911.9","248","409","1227","1534"
"1984","Baden-Württemberg","higher education","2589.24","2191.96","103","2264.59","2913.89","1278","1790","3142","4295"
"1984","Baden-Württemberg","higher vocational","1753.3","1790","79","1584.85","1921.75","665","1329","2147","2556"
"1984","Baden-Württemberg","in school","","","","","","","","",""
"1984","Baden-Württemberg","inadequately","1114.42","1125","187","1041.88","1186.96","511","869","1329","1605"
"1984","Baden-Württemberg","middle vocational","1324.36","1278","656","1245.59","1403.13","460","920","1611","2009"
"1984","Baden-Württemberg","vocational + Abi","1484.06","1342.27","38","1274.05","1694.07","562","705","1892","2301"
"1984","Bavaria","general elemantary","764.47","725.3","294","709.11","819.83","189","311","1074","1432"
"1984","Bavaria","higher education","2005.95","1960.92","117","1787.48","2224.42","747","1227","2556","3068"
"1984","Bavaria","higher vocational","1723.03","1555.62","93","1549.56","1896.5","869","1176","2096","2736"
"1984","Bavaria","in school","","","","","","","","",""
"1984","Bavaria","inadequately","1053.18","1125","72","951.49","1154.87","256","869","1278","1595"
"1984","Bavaria","middle vocational","1325.62","1278","659","1265.87","1385.37","557","920","1603","2055"
"1984","Bavaria","vocational + Abi","1531.87","1385.07","36","1298.82","1764.92","767","1023","2045","2556"
"1984","Berlin","general elemantary","892.83","844","57","778.66","1007","293","522","1176","1467"
"1984","Berlin","higher education","","","","","","","","",""
"1984","Berlin","higher vocational","","","","","","","","",""
"1984","Berlin","in school","","","","","","","","",""
"1984","Berlin","inadequately","","","","","","","","",""
"1984","Berlin","middle vocational","1494","1350.68","129","1308.94","1679.06","639","1023","1790","2045"
"1984","Berlin","vocational + Abi","","","","","","","","",""
"1984","Brandenburg","general elemantary","","","","","","","","",""
"1984","Brandenburg","higher education","","","","","","","","",""
"1984","Brandenburg","higher vocational","","","","","","","","",""
"1984","Brandenburg","in school","","","","","","","","",""
"1984","Brandenburg","inadequately","","","","","","","","",""
"1984","Brandenburg","middle vocational","","","","","","","","",""
"1984","Brandenburg","vocational + Abi","","","","","","","","",""
"1984","Bremen","general elemantary","","","","","","","","",""
"1984","Bremen","higher education","","","","","","","","",""
"1984","Bremen","higher vocational","","","","","","","","",""
"1984","Bremen","in school","","","","","","","","",""
"1984","Bremen","inadequately","","","","","","","","",""
"1984","Bremen","middle vocational","1281.48","1227","30","1090.78","1472.18","358","977","1781","1790"
"1984","Bremen","vocational + Abi","","","","","","","","",""
"1984","Hamburg","general elemantary","776.06","716.22","32","590.64","961.48","243","278","1227","1483"
"1984","Hamburg","higher education","","","","","","","","",""
"1984","Hamburg","higher vocational","","","","","","","","",""
"1984","Hamburg","in school","","","","","","","","",""
"1984","Hamburg","inadequately","","","","","","","","",""
"1984","Hamburg","middle vocational","1500.22","1432","90","1354.79","1645.65","609","1125","1943","2301"
"1984","Hamburg","vocational + Abi","","","","","","","","",""
"1984","Hesse","general elemantary","856.22","756.49","172","773.34","939.1","220","329","1227","1565"
"1984","Hesse","higher education","2008.28","2207.62","68","1788.58","2227.98","707","1329","2556","3068"
"1984","Hesse","higher vocational","1672.47","1715.74","38","1438.26","1906.68","358","1379","2097","2373"
"1984","Hesse","in school","","","","","","","","",""
"1984","Hesse","inadequately","936.98","906.55","70","826.7","1047.26","194","529","1380","1687"
"1984","Hesse","middle vocational","1342.57","1278","370","1269.7","1415.44","455","869","1640","2096"
"1984","Hesse","vocational + Abi","","","","","","","","",""
"1984","Lower Saxony","general elemantary","770.74","748.96","144","688.48","853","184","293","1183","1490"
"1984","Lower Saxony","higher education","2358.84","2454","65","2063.65","2654.03","1023","1483","2991","3477"
"1984","Lower Saxony","higher vocational","1590.53","1564.91","53","1383.29","1797.77","614","1227","1943","2556"
"1984","Lower Saxony","in school","","","","","","","","",""
"1984","Lower Saxony","inadequately","","","","","","","","",""
"1984","Lower Saxony","middle vocational","1286.07","1278","369","1198.15","1373.99","320","798","1636","1954"
