"year","education","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","college entrance qualification","5.06","5","5191","5.02","5.1","3","4","6","7"
"2005","lower secondary degree","5.05","5","7080","5.02","5.08","3","4","6","7"
"2005","no degree/no degree yet","5.12","5","903","5.02","5.22","3","4","6","7"
"2005","Other degree","4.75","5","1113","4.66","4.84","3","4","6","7"
"2005","secondary school degree","5.16","5","6012","5.12","5.2","3","4","6","7"
"2006","college entrance qualification","","","","","","","","",""
"2006","lower secondary degree","","","","","","","","",""
"2006","no degree/no degree yet","","","","","","","","",""
"2006","Other degree","","","","","","","","",""
"2006","secondary school degree","","","","","","","","",""
"2007","college entrance qualification","","","","","","","","",""
"2007","lower secondary degree","","","","","","","","",""
"2007","no degree/no degree yet","","","","","","","","",""
"2007","Other degree","","","","","","","","",""
"2007","secondary school degree","","","","","","","","",""
"2008","college entrance qualification","","","","","","","","",""
"2008","lower secondary degree","","","","","","","","",""
"2008","no degree/no degree yet","","","","","","","","",""
"2008","Other degree","","","","","","","","",""
"2008","secondary school degree","","","","","","","","",""
"2009","college entrance qualification","4.92","5","4884","4.88","4.96","3","4","6","7"
"2009","lower secondary degree","4.88","5","5900","4.84","4.92","3","4","6","7"
"2009","no degree/no degree yet","4.99","5","484","4.86","5.12","3","4","6","7"
"2009","Other degree","4.71","5","799","4.61","4.81","3","4","6","7"
"2009","secondary school degree","4.99","5","5403","4.95","5.03","3","4","6","7"
"2010","college entrance qualification","","","","","","","","",""
"2010","lower secondary degree","","","","","","","","",""
"2010","no degree/no degree yet","","","","","","","","",""
"2010","Other degree","","","","","","","","",""
"2010","secondary school degree","","","","","","","","",""
"2011","college entrance qualification","","","","","","","","",""
"2011","lower secondary degree","","","","","","","","",""
"2011","no degree/no degree yet","","","","","","","","",""
"2011","Other degree","","","","","","","","",""
"2011","secondary school degree","","","","","","","","",""
"2012","college entrance qualification","5.18","5","2147","5.12","5.24","3","4","6","7"
"2012","lower secondary degree","5.34","6","1409","5.27","5.41","4","4","6","7"
"2012","no degree/no degree yet","5.31","6","352","5.16","5.46","3","4","6","7"
"2012","Other degree","5.01","5","674","4.9","5.12","3","4","6","7"
"2012","secondary school degree","5.42","6","2388","5.37","5.47","4","5","6","7"
"2013","college entrance qualification","5.08","5","5387","5.04","5.12","3","4","6","7"
"2013","lower secondary degree","5.09","5","5821","5.05","5.13","3","4","6","7"
"2013","no degree/no degree yet","5.06","5","486","4.93","5.19","3","4","6","7"
"2013","Other degree","5.12","5","1012","5.03","5.21","3","4","6","7"
"2013","secondary school degree","5.19","5","5624","5.15","5.23","3","4","6","7"
"2014","college entrance qualification","","","","","","","","",""
"2014","lower secondary degree","","","","","","","","",""
"2014","no degree/no degree yet","","","","","","","","",""
"2014","Other degree","","","","","","","","",""
"2014","secondary school degree","","","","","","","","",""
"2015","college entrance qualification","","","","","","","","",""
"2015","lower secondary degree","","","","","","","","",""
"2015","no degree/no degree yet","","","","","","","","",""
"2015","Other degree","","","","","","","","",""
"2015","secondary school degree","","","","","","","","",""
"2016","college entrance qualification","","","","","","","","",""
"2016","lower secondary degree","","","","","","","","",""
"2016","no degree/no degree yet","","","","","","","","",""
"2016","Other degree","","","","","","","","",""
"2016","secondary school degree","","","","","","","","",""
"2017","college entrance qualification","5.04","5","7943","5.01","5.07","3","4","6","7"
"2017","lower secondary degree","5.11","5","6098","5.07","5.15","3","4","6","7"
"2017","no degree/no degree yet","5.27","5","1848","5.2","5.34","3","4","6","7"
"2017","Other degree","5.15","5","4558","5.11","5.19","3","4","6","7"
"2017","secondary school degree","5.21","5","7620","5.18","5.24","3","4","6","7"
"2018","college entrance qualification","","","","","","","","",""
"2018","lower secondary degree","","","","","","","","",""
"2018","no degree/no degree yet","","","","","","","","",""
"2018","Other degree","","","","","","","","",""
"2018","secondary school degree","","","","","","","","",""
"2019","college entrance qualification","4.98","5","8540","4.95","5.01","3","4","6","7"
"2019","lower secondary degree","5.05","5","5291","5.01","5.09","3","4","6","7"
"2019","no degree/no degree yet","5.22","6","771","5.11","5.33","3","4","6","7"
"2019","Other degree","5.01","5","2538","4.95","5.07","3","4","6","7"
"2019","secondary school degree","5.14","5","7414","5.11","5.17","3","4","6","7"
