"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","Ostdeutschland, neue Bundeslaender","4.91","5","5159","1","3","7","8","10","4.84","4.98","0","10","5","5"
"2004","Westdeutschland, alte Bundeslaender","5.67","6","15766","2","4","8","9","10","5.63","5.71","0","10","6","6"
"2005","Ostdeutschland, neue Bundeslaender","5.05","5","4964","1","3","7","8","10","4.98","5.12","0","10","5","5"
"2005","Westdeutschland, alte Bundeslaender","5.64","6","15095","2","4","8","9","10","5.6","5.68","0","10","6","6"
"2006","Ostdeutschland, neue Bundeslaender","4.99","5","5230","1","3","7","8","10","4.92","5.06","0","10","5","5"
"2006","Westdeutschland, alte Bundeslaender","5.65","6","16175","2","4","8","9","10","5.61","5.69","0","10","6","6"
"2007","Ostdeutschland, neue Bundeslaender","5.01","5","4951","1","3","7","8","10","4.94","5.08","0","10","5","5"
"2007","Westdeutschland, alte Bundeslaender","5.62","6","15076","2","4","8","9","10","5.58","5.66","0","10","6","6"
"2008","Ostdeutschland, neue Bundeslaender","5.07","5","4721","1","3","7","8","10","5","5.14","0","10","5","5"
"2008","Westdeutschland, alte Bundeslaender","5.7","6","14165","2","4","8","9","10","5.66","5.74","0","10","6","6"
"2009","Ostdeutschland, neue Bundeslaender","5.21","5","4503","2","3","7","8","10","5.14","5.28","0","10","5","6"
"2009","Westdeutschland, alte Bundeslaender","5.73","6","13222","2","4","8","9","10","5.69","5.77","0","10","6","7"
"2010","Ostdeutschland, neue Bundeslaender","5.37","6","5420","2","3","7","9","10","5.3","5.44","0","10","5","6"
"2010","Westdeutschland, alte Bundeslaender","5.85","6","18089","2","4","8","9","10","5.81","5.89","0","10","6","6"
"2011","Ostdeutschland, neue Bundeslaender","5.46","6","5752","2","4","8","9","10","5.39","5.53","0","10","5","6"
"2011","Westdeutschland, alte Bundeslaender","6.05","7","19237","2","5","8","9","10","6.01","6.09","0","10","7","7"
"2012","Ostdeutschland, neue Bundeslaender","5.58","6","5898","2","4","8","8","10","5.51","5.65","0","10","6","6"
"2012","Westdeutschland, alte Bundeslaender","6.15","7","19730","2","5","8","9","10","6.11","6.19","0","10","7","7"
"2013","Ostdeutschland, neue Bundeslaender","5.71","6","5679","2","4","8","9","10","5.64","5.78","0","10","6","6"
"2013","Westdeutschland, alte Bundeslaender","6.28","7","19149","3","5","8","9","10","6.24","6.32","0","10","7","7"
"2014","Ostdeutschland, neue Bundeslaender","5.76","6","5530","2","4","8","9","10","5.69","5.83","0","10","6","6"
"2014","Westdeutschland, alte Bundeslaender","6.25","7","20709","3","5","8","9","10","6.22","6.28","0","10","7","7"
"2015","Ostdeutschland, neue Bundeslaender","5.95","6","5365","2","4","8","9","10","5.88","6.02","0","10","6","7"
"2015","Westdeutschland, alte Bundeslaender","6.38","7","20633","3","5","8","9","10","6.35","6.41","0","10","7","7"
"2016","Ostdeutschland, neue Bundeslaender","6.06","6","5075","2","5","8","9","10","5.99","6.13","0","10","6","7"
"2016","Westdeutschland, alte Bundeslaender","6.47","7","19033","3","5","8","9","10","6.43","6.51","0","10","7","7"
"2017","Ostdeutschland, neue Bundeslaender","6.07","7","6024","3","5","8","9","10","6.01","6.13","0","10","6","7"
"2017","Westdeutschland, alte Bundeslaender","6.49","7","22671","3","5","8","9","10","6.46","6.52","0","10","7","7"
"2018","Ostdeutschland, neue Bundeslaender","6.04","7","6005","3","5","8","9","10","5.98","6.1","0","10","6","7"
"2018","Westdeutschland, alte Bundeslaender","6.47","7","22947","3","5","8","9","10","6.44","6.5","0","10","7","7"
"2019","Ostdeutschland, neue Bundeslaender","6.28","7","6003","3","5","8","9","10","6.22","6.34","0","10","7","7"
"2019","Westdeutschland, alte Bundeslaender","6.68","7","22746","3","5","8","9","10","6.65","6.71","0","10","7","7"
