"pli0083","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1990","1-pers.-HH","Male","279","0.676731084826872","0.631838966464111","0.721623203189633"
"Daily","1990","1-pers.-HH","Female","460","0.75941958027403","0.725692671079263","0.793146489468797"
"Daily","1990","(Married) couple without C. ","Male","970","0.849708677591635","0.829045835521328","0.870371519661943"
"Daily","1990","(Married) couple without C. ","Female","980","0.8586947681448","0.838623263005486","0.878766273284114"
"Daily","1990","Single parent ","Male","133","0.740557704064538","0.676876357423502","0.804239050705573"
"Daily","1990","Single parent ","Female","207","0.734816353894597","0.683018857980417","0.786613849808776"
"Daily","1990","Couple + C. LE 16 ","Male","815","0.801970877177931","0.7776335259726","0.826308228383262"
"Daily","1990","Couple + C. LE 16 ","Female","844","0.807611521076404","0.783758074975239","0.831464967177568"
"Daily","1990","Couple + C. GT 16 ","Male","892","0.79666821455309","0.773325227928865","0.820011201177315"
"Daily","1990","Couple + C. GT 16 ","Female","700","0.764723400168461","0.737148896323493","0.792297904013429"
"Daily","1990","Couple + C. LE and GT 16","Male","351","0.756174449227122","0.716849700317967","0.795499198136277"
"Daily","1990","Couple + C. LE and GT 16","Female","315","0.73294186914385","0.691076289057407","0.774807449230294"
"Min 1x per week","1990","1-pers.-HH","Male","87","0.196859465056896","0.158695456318576","0.235023473795217"
"Min 1x per week","1990","1-pers.-HH","Female","94","0.142776201670571","0.115171660635349","0.170380742705794"
"Min 1x per week","1990","(Married) couple without C. ","Male","133","0.11575170136487","0.0972531003824013","0.134250302347339"
"Min 1x per week","1990","(Married) couple without C. ","Female","122","0.101488614126428","0.0840885092878704","0.118888718964986"
"Min 1x per week","1990","Single parent ","Male","30","0.174451118561938","0.119316969903891","0.229585267219985"
"Min 1x per week","1990","Single parent ","Female","52","0.174560190009329","0.130019053153825","0.219101326864832"
"Min 1x per week","1990","Couple + C. LE 16 ","Male","161","0.146562150037891","0.12496351319636","0.168160786879421"
"Min 1x per week","1990","Couple + C. LE 16 ","Female","144","0.13275800488297","0.112224605453797","0.153291404312142"
"Min 1x per week","1990","Couple + C. GT 16 ","Male","186","0.146290592060755","0.125794159801134","0.166787024320377"
"Min 1x per week","1990","Couple + C. GT 16 ","Female","154","0.18051316537992","0.155510196476301","0.205516134283539"
"Min 1x per week","1990","Couple + C. LE and GT 16","Male","79","0.168996930689793","0.134676235636755","0.203317625742831"
"Min 1x per week","1990","Couple + C. LE and GT 16","Female","79","0.186614321076197","0.149747118074534","0.223481524077861"
"Min 1x per month","1990","1-pers.-HH","Male","13","","",""
"Min 1x per month","1990","1-pers.-HH","Female","15","","",""
"Min 1x per month","1990","(Married) couple without C. ","Male","15","","",""
"Min 1x per month","1990","(Married) couple without C. ","Female","16","","",""
"Min 1x per month","1990","Single parent ","Male","7","","",""
"Min 1x per month","1990","Single parent ","Female","4","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","Male","15","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","Female","10","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","Male","18","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","Female","18","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","Male","8","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","Female","6","","",""
"Rarely","1990","1-pers.-HH","Male","31","0.0792301764591247","0.0533062420497764","0.105154110868473"
"Rarely","1990","1-pers.-HH","Female","31","0.04526404439139","0.0288610239436441","0.0616670648391359"
"Rarely","1990","(Married) couple without C. ","Male","17","","",""
"Rarely","1990","(Married) couple without C. ","Female","26","","",""
"Rarely","1990","Single parent ","Male","10","","",""
"Rarely","1990","Single parent ","Female","15","","",""
"Rarely","1990","Couple + C. LE 16 ","Male","30","0.0320491572382018","0.0212928193376813","0.0428054951387222"
"Rarely","1990","Couple + C. LE 16 ","Female","42","0.040629518661073","0.0286820923282624","0.0525769449938835"
"Rarely","1990","Couple + C. GT 16 ","Male","37","0.0301994220789023","0.0202738493866952","0.0401249947711095"
"Rarely","1990","Couple + C. GT 16 ","Female","32","0.0293472962643252","0.0183753889083651","0.0403192036202853"
"Rarely","1990","Couple + C. LE and GT 16","Male","17","","",""
"Rarely","1990","Couple + C. LE and GT 16","Female","28","","",""
"Never","1990","1-pers.-HH","Male","7","","",""
"Never","1990","1-pers.-HH","Female","17","","",""
"Never","1990","(Married) couple without C. ","Male","14","","",""
"Never","1990","(Married) couple without C. ","Female","13","","",""
"Never","1990","Single parent ","Male","2","","",""
"Never","1990","Single parent ","Female","1","","",""
"Never","1990","Couple + C. LE 16 ","Male","9","","",""
"Never","1990","Couple + C. LE 16 ","Female","9","","",""
