"year","age_gr","pgcasmin","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1990","16-34 y.","(0) in school","","","","","","","","",""
"1990","16-34 y.","(1a) inadequately completed","7.94","8","34","7.22","8.66","5","7","9","10"
"1990","16-34 y.","(1b) general elementary school","","","","","","","","",""
"1990","16-34 y.","(1c) basic vocational qualification","7.37","8","161","7.03","7.71","5","5","9","10"
"1990","16-34 y.","(2a) intermediate vocational","7.67","8","881","7.55","7.79","5","7","9","10"
"1990","16-34 y.","(2b) intermediate general qualification","7.72","8","167","7.43","8.01","5","7","9","10"
"1990","16-34 y.","(2c_gen) general maturity certificate","6.94","7","45","6.46","7.42","5","6","8","9"
"1990","16-34 y.","(2c_voc) vocational maturity certificate","7.74","8","56","7.43","8.05","6","7","9","9"
"1990","16-34 y.","(3a) lower tertiary education","7.66","8","223","7.43","7.89","5","7","9","10"
"1990","16-34 y.","(3b) higher tertiary education","7.11","8","97","6.69","7.53","4","6","8","9"
"1990","35-65 y.","(0) in school","","","","","","","","",""
"1990","35-65 y.","(1a) inadequately completed","","","","","","","","",""
"1990","35-65 y.","(1b) general elementary school","7.15","7.23","179","6.84","7.46","5","6","8","10"
"1990","35-65 y.","(1c) basic vocational qualification","7.49","8","968","7.36","7.62","5","6","9","10"
"1990","35-65 y.","(2a) intermediate vocational","7.74","8","470","7.57","7.91","5","7","9","10"
"1990","35-65 y.","(2b) intermediate general qualification","","","","","","","","",""
"1990","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","",""
"1990","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1990","35-65 y.","(3a) lower tertiary education","7.2","8","393","7.01","7.39","5","6","9","10"
"1990","35-65 y.","(3b) higher tertiary education","7.01","8","233","6.75","7.27","4","5","9","9"
"1990","66 and older","(0) in school","","","","","","","","",""
"1990","66 and older","(1a) inadequately completed","","","","","","","","",""
"1990","66 and older","(1b) general elementary school","6.98","7","126","6.56","7.4","3","5","9","10"
"1990","66 and older","(1c) basic vocational qualification","7.05","7","213","6.73","7.37","5","5","9","10"
"1990","66 and older","(2a) intermediate vocational","","","","","","","","",""
"1990","66 and older","(2b) intermediate general qualification","","","","","","","","",""
"1990","66 and older","(2c_gen) general maturity certificate","","","","","","","","",""
"1990","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1990","66 and older","(3a) lower tertiary education","7.17","8","36","6.32","8.02","4","5","9","10"
"1990","66 and older","(3b) higher tertiary education","","","","","","","","",""
"1991","16-34 y.","(0) in school","8.12","8","149","7.89","8.35","6","7","9","9"
"1991","16-34 y.","(1a) inadequately completed","7.43","8","200","7.19","7.67","5","6","9","10"
"1991","16-34 y.","(1b) general elementary school","7.58","8","651","7.45","7.71","5","7","9","10"
"1991","16-34 y.","(1c) basic vocational qualification","7.58","8","1030","7.48","7.68","5","7","9","9"
"1991","16-34 y.","(2a) intermediate vocational","7.78","8","1403","7.7","7.86","6","7","9","9"
"1991","16-34 y.","(2b) intermediate general qualification","7.67","8","420","7.51","7.83","5","7","9","10"
"1991","16-34 y.","(2c_gen) general maturity certificate","7.81","8","327","7.65","7.97","6","7","9","9"
"1991","16-34 y.","(2c_voc) vocational maturity certificate","7.72","8","271","7.56","7.88","6","7","9","9"
"1991","16-34 y.","(3a) lower tertiary education","7.89","8","270","7.7","8.08","6","7","9","10"
