"ple0016","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","in school","","","",""
"Yes","2009","Full Time","inadequately","","","",""
"Yes","2009","Full Time","general elemantary","1","","",""
"Yes","2009","Full Time","middle vocational","17","","",""
"Yes","2009","Full Time","vocational + Abi","1","","",""
"Yes","2009","Full Time","higher vocational","3","","",""
"Yes","2009","Full Time","higher education","6","","",""
"Yes","2009","Part Time","in school","","","",""
"Yes","2009","Part Time","inadequately","","","",""
"Yes","2009","Part Time","general elemantary","1","","",""
"Yes","2009","Part Time","middle vocational","20","","",""
"Yes","2009","Part Time","vocational + Abi","1","","",""
"Yes","2009","Part Time","higher vocational","4","","",""
"Yes","2009","Part Time","higher education","8","","",""
"Yes","2009","Not Working","in school","","","",""
"Yes","2009","Not Working","inadequately","6","","",""
"Yes","2009","Not Working","general elemantary","41","0.039854948497548","0.0280676357326184","0.0516422612624776"
"Yes","2009","Not Working","middle vocational","134","0.0369609027747772","0.0307581763906459","0.0431636291589085"
"Yes","2009","Not Working","vocational + Abi","5","","",""
"Yes","2009","Not Working","higher vocational","19","","",""
"Yes","2009","Not Working","higher education","27","","",""
"No","2009","Full Time","in school","1","","",""
"No","2009","Full Time","inadequately","40","1","1","1"
"No","2009","Full Time","general elemantary","390","0.99824619847443","0.994098866819071","1.00239353012979"
"No","2009","Full Time","middle vocational","3340","0.994107591085708","0.991518570197197","0.99669661197422"
"No","2009","Full Time","vocational + Abi","476","0.999713026728964","0.99819301373309","1.00123303972484"
"No","2009","Full Time","higher vocational","605","0.994719271752901","0.988958330098822","1.00048021340698"
"No","2009","Full Time","higher education","2046","0.996685987941451","0.994199332390928","0.999172643491974"
"No","2009","Part Time","in school","60","1","1","1"
"No","2009","Part Time","inadequately","32","1","1","1"
"No","2009","Part Time","general elemantary","362","0.99825996332741","0.993972545534458","1.00254738112036"
"No","2009","Part Time","middle vocational","2180","0.991471603270253","0.987629132361648","0.995314074178859"
"No","2009","Part Time","vocational + Abi","281","0.99340682280361","0.983961115583567","1.00285253002365"
"No","2009","Part Time","higher vocational","300","0.969791614392266","0.950551206724484","0.989032022060047"
"No","2009","Part Time","higher education","882","0.991557836155743","0.98554694309507","0.997568729216416"
"No","2009","Not Working","in school","252","1","1","1"
"No","2009","Not Working","inadequately","91","0.900275617058208","0.840647561599661","0.959903672516755"
"No","2009","Not Working","general elemantary","1017","0.960145051502452","0.948357738737522","0.971932364267382"
"No","2009","Not Working","middle vocational","3420","0.963039097225223","0.956836370841092","0.969241823609354"
"No","2009","Not Working","vocational + Abi","239","0.980044799131369","0.962497745887758","0.997591852374979"
"No","2009","Not Working","higher vocational","407","0.940799456027279","0.918388794885541","0.963210117169018"
"No","2009","Not Working","higher education","1080","0.968110856920201","0.957760430308148","0.978461283532255"
"Yes","2010","Full Time","in school","","","",""
"Yes","2010","Full Time","inadequately","","","",""
"Yes","2010","Full Time","general elemantary","","","",""
"Yes","2010","Full Time","middle vocational","","","",""
"Yes","2010","Full Time","vocational + Abi","","","",""
"Yes","2010","Full Time","higher vocational","","","",""
"Yes","2010","Full Time","higher education","","","",""
"Yes","2010","Part Time","in school","","","",""
"Yes","2010","Part Time","inadequately","","","",""
"Yes","2010","Part Time","general elemantary","","","",""
"Yes","2010","Part Time","middle vocational","","","",""
"Yes","2010","Part Time","vocational + Abi","","","",""
"Yes","2010","Part Time","higher vocational","","","",""
"Yes","2010","Part Time","higher education","","","",""
"Yes","2010","Not Working","in school","","","",""
"Yes","2010","Not Working","inadequately","","","",""
"Yes","2010","Not Working","general elemantary","","","",""
"Yes","2010","Not Working","middle vocational","","","",""
"Yes","2010","Not Working","vocational + Abi","","","",""
"Yes","2010","Not Working","higher vocational","","","",""
"Yes","2010","Not Working","higher education","","","",""
"No","2010","Full Time","in school","","","",""
"No","2010","Full Time","inadequately","","","",""
"No","2010","Full Time","general elemantary","","","",""
"No","2010","Full Time","middle vocational","","","",""
"No","2010","Full Time","vocational + Abi","","","",""
"No","2010","Full Time","higher vocational","","","",""
"No","2010","Full Time","higher education","","","",""
"No","2010","Part Time","in school","","","",""
"No","2010","Part Time","inadequately","","","",""
"No","2010","Part Time","general elemantary","","","",""
"No","2010","Part Time","middle vocational","","","",""
"No","2010","Part Time","vocational + Abi","","","",""
"No","2010","Part Time","higher vocational","","","",""
"No","2010","Part Time","higher education","","","",""
"No","2010","Not Working","in school","","","",""
"No","2010","Not Working","inadequately","","","",""
"No","2010","Not Working","general elemantary","","","",""
"No","2010","Not Working","middle vocational","","","",""
"No","2010","Not Working","vocational + Abi","","","",""
"No","2010","Not Working","higher vocational","","","",""
"No","2010","Not Working","higher education","","","",""
"Yes","2011","Full Time","in school","","","",""
"Yes","2011","Full Time","inadequately","1","","",""
"Yes","2011","Full Time","general elemantary","3","","",""
"Yes","2011","Full Time","middle vocational","21","","",""
"Yes","2011","Full Time","vocational + Abi","1","","",""
"Yes","2011","Full Time","higher vocational","4","","",""
"Yes","2011","Full Time","higher education","5","","",""
"Yes","2011","Part Time","in school","","","",""
"Yes","2011","Part Time","inadequately","","","",""
"Yes","2011","Part Time","general elemantary","3","","",""
"Yes","2011","Part Time","middle vocational","23","","",""
"Yes","2011","Part Time","vocational + Abi","1","","",""
"Yes","2011","Part Time","higher vocational","4","","",""
"Yes","2011","Part Time","higher education","10","","",""
"Yes","2011","Not Working","in school","","","",""
"Yes","2011","Not Working","inadequately","8","","",""
"Yes","2011","Not Working","general elemantary","70","0.0609978260964502","0.0478715020925693","0.0741241501003311"
"Yes","2011","Not Working","middle vocational","201","0.0515446645309289","0.0449073755713781","0.0581819534904797"
"Yes","2011","Not Working","vocational + Abi","4","","",""
"Yes","2011","Not Working","higher vocational","25","","",""
"Yes","2011","Not Working","higher education","50","0.0528007572334819","0.0408178890791483","0.0647836253878155"
"No","2011","Full Time","in school","5","","",""
"No","2011","Full Time","inadequately","42","0.991506710071884","0.964078361073161","1.01893505907061"
"No","2011","Full Time","general elemantary","467","0.996021880119035","0.990331090445878","1.00171266979219"
