"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1989","(0) in school","Female","7.89","8","84","7.44","8.34","5","7","10","10"
"1989","(0) in school","Male","7.53","8","90","7.12","7.94","5","7","9","10"
"1989","(1a) inadequately completed","Female","4.52","5","345","4.23","4.81","1","2","6","9"
"1989","(1a) inadequately completed","Male","5.37","5","252","5.04","5.7","2","3","7","9"
"1989","(1b) general elementary school","Female","5.99","6","1191","5.85","6.13","3","5","8","10"
"1989","(1b) general elementary school","Male","6.22","6","692","6.03","6.41","3","5","8","10"
"1989","(1c) basic vocational qualification","Female","6.8","7","1213","6.68","6.92","4","5","8","10"
"1989","(1c) basic vocational qualification","Male","6.86","7","1688","6.76","6.96","4","5","8","10"
"1989","(2a) intermediate vocational","Female","7.55","8","661","7.41","7.69","5","7","9","10"
"1989","(2a) intermediate vocational","Male","7.46","8","513","7.31","7.61","5","7","9","10"
"1989","(2b) intermediate general qualification","Female","7.07","8","250","6.79","7.35","4","5","8","10"
"1989","(2b) intermediate general qualification","Male","7.41","8","130","7.06","7.76","5","6","9","10"
"1989","(2c_gen) general maturity certificate","Female","7.15","8","122","6.7","7.6","4","6","9","10"
"1989","(2c_gen) general maturity certificate","Male","7.54","8","218","7.29","7.79","5","7","9","9"
"1989","(2c_voc) vocational maturity certificate","Female","8.03","8","172","7.74","8.32","5","7","9","10"
"1989","(2c_voc) vocational maturity certificate","Male","7.66","8","199","7.38","7.94","5","7","9","10"
"1989","(3a) lower tertiary education","Female","8.07","8","60","7.61","8.53","5","7","10","10"
"1989","(3a) lower tertiary education","Male","8.28","8","159","8.05","8.51","7","8","9","10"
"1989","(3b) higher tertiary education","Female","8.6","9","156","8.38","8.82","6","8","10","10"
"1989","(3b) higher tertiary education","Male","8.54","9","290","8.33","8.75","7","8","10","10"
"1990","(0) in school","Female","","","","","","","","",""
"1990","(0) in school","Male","","","","","","","","",""
"1990","(1a) inadequately completed","Female","","","","","","","","",""
"1990","(1a) inadequately completed","Male","","","","","","","","",""
"1990","(1b) general elementary school","Female","","","","","","","","",""
"1990","(1b) general elementary school","Male","","","","","","","","",""
"1990","(1c) basic vocational qualification","Female","","","","","","","","",""
"1990","(1c) basic vocational qualification","Male","","","","","","","","",""
"1990","(2a) intermediate vocational","Female","","","","","","","","",""
"1990","(2a) intermediate vocational","Male","","","","","","","","",""
"1990","(2b) intermediate general qualification","Female","","","","","","","","",""
"1990","(2b) intermediate general qualification","Male","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"1990","(3a) lower tertiary education","Female","","","","","","","","",""
"1990","(3a) lower tertiary education","Male","","","","","","","","",""
"1990","(3b) higher tertiary education","Female","","","","","","","","",""
"1990","(3b) higher tertiary education","Male","","","","","","","","",""
"1991","(0) in school","Female","","","","","","","","",""
"1991","(0) in school","Male","","","","","","","","",""
"1991","(1a) inadequately completed","Female","","","","","","","","",""
"1991","(1a) inadequately completed","Male","","","","","","","","",""
"1991","(1b) general elementary school","Female","","","","","","","","",""
"1991","(1b) general elementary school","Male","","","","","","","","",""
"1991","(1c) basic vocational qualification","Female","","","","","","","","",""
"1991","(1c) basic vocational qualification","Male","","","","","","","","",""
"1991","(2a) intermediate vocational","Female","","","","","","","","",""
"1991","(2a) intermediate vocational","Male","","","","","","","","",""
"1991","(2b) intermediate general qualification","Female","","","","","","","","",""
"1991","(2b) intermediate general qualification","Male","","","","","","","","",""
"1991","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"1991","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"1991","(3a) lower tertiary education","Female","","","","","","","","",""
"1991","(3a) lower tertiary education","Male","","","","","","","","",""
"1991","(3b) higher tertiary education","Female","","","","","","","","",""
"1991","(3b) higher tertiary education","Male","","","","","","","","",""
"1992","(0) in school","Female","","","","","","","","",""
"1992","(0) in school","Male","","","","","","","","",""
"1992","(1a) inadequately completed","Female","","","","","","","","",""
"1992","(1a) inadequately completed","Male","","","","","","","","",""
"1992","(1b) general elementary school","Female","","","","","","","","",""
"1992","(1b) general elementary school","Male","","","","","","","","",""
"1992","(1c) basic vocational qualification","Female","","","","","","","","",""
"1992","(1c) basic vocational qualification","Male","","","","","","","","",""
"1992","(2a) intermediate vocational","Female","","","","","","","","",""
"1992","(2a) intermediate vocational","Male","","","","","","","","",""
"1992","(2b) intermediate general qualification","Female","","","","","","","","",""
"1992","(2b) intermediate general qualification","Male","","","","","","","","",""
"1992","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"1992","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"1992","(3a) lower tertiary education","Female","","","","","","","","",""
"1992","(3a) lower tertiary education","Male","","","","","","","","",""
"1992","(3b) higher tertiary education","Female","","","","","","","","",""
"1992","(3b) higher tertiary education","Male","","","","","","","","",""
"1993","(0) in school","Female","7.84","8","69","7.37","8.31","6","7","9","10"
"1993","(0) in school","Male","7.95","8","56","7.49","8.41","6","6","10","10"
"1993","(1a) inadequately completed","Female","4.64","5","316","4.34","4.94","1","2","7","9"
"1993","(1a) inadequately completed","Male","5.01","5","241","4.68","5.34","1","4","7","8"
"1993","(1b) general elementary school","Female","5.8","6","1098","5.65","5.95","3","4","8","9"
