"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","7.48","8","12158","4","6","10","10","10","7.43","7.53","0","10","8","8"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","7.32","8","11003","4","6","9","10","10","7.27","7.37","0","10","8","8"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","7.21","8","10592","4","6","9","10","10","7.16","7.26","0","10","7","8"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","7.26","8","10456","4","6","9","10","10","7.21","7.31","0","10","8","8"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","7.09","8","9978","4","5","9","10","10","7.04","7.14","0","10","7","7"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","7.04","8","9650","4","5","9","10","10","6.99","7.09","0","10","7","7"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","","","","","","","","","","","","","",""
"1991","East Germany","6.42","7","4139","3","5","8","10","10","6.34","6.5","0","10","6","7"
"1991","West Germany","6.94","7","9465","3","5","9","10","10","6.89","6.99","0","10","7","7"
"1992","East Germany","6.36","7","3968","3","5","8","10","10","6.28","6.44","0","10","6","7"
"1992","West Germany","7.05","8","9340","4","5","9","10","10","7","7.1","0","10","7","7"
"1993","East Germany","6.27","7","3826","3","5","8","10","10","6.19","6.35","0","10","6","6"
"1993","West Germany","6.94","7","9275","4","5","9","10","10","6.89","6.99","0","10","7","7"
"1994","East Germany","6.23","7","3768","3","5","8","10","10","6.15","6.31","0","10","6","6"
"1994","West Germany","6.92","7","9084","3","5","9","10","10","6.87","6.97","0","10","7","7"
"1995","East Germany","","","","","","","","","","","","","",""
"1995","West Germany","","","","","","","","","","","","","",""
"1996","East Germany","6.57","7","3681","3","5","8","10","10","6.49","6.65","0","10","7","7"
"1996","West Germany","7.11","8","9389","4","6","9","10","10","7.06","7.16","0","10","7","7"
"1997","East Germany","6.62","7","3628","3","5","8","10","10","6.55","6.69","0","10","7","7"
"1997","West Germany","7.02","8","9207","4","6","9","10","10","6.97","7.07","0","10","7","7"
"1998","East Germany","6.74","7","3858","4","5","8","10","10","6.67","6.81","0","10","7","7"
"1998","West Germany","7.1","8","10377","4","6","9","10","10","7.06","7.14","0","10","7","7"
"1999","East Germany","6.8","7","3784","4","5","8","10","10","6.73","6.87","0","10","7","7"
"1999","West Germany","7.11","8","9893","4","6","9","10","10","7.06","7.16","0","10","7","7"
"2000","East Germany","6.85","7","5849","4","5","8","10","10","6.79","6.91","0","10","7","7"
"2000","West Germany","7.2","8","18308","4","6","9","10","10","7.17","7.23","0","10","8","8"
"2001","East Germany","6.96","7","5442","4","5","8","10","10","6.9","7.02","0","10","7","7"
"2001","West Germany","7.19","8","16516","4","6","9","10","10","7.16","7.22","0","10","8","8"
"2002","East Germany","6.95","7","5428","4","6","8","10","10","6.89","7.01","0","10","7","7"
"2002","West Germany","7.11","8","17609","4","6","9","10","10","7.08","7.14","0","10","7","8"
"2003","East Germany","6.86","7","5354","4","5","8","10","10","6.8","6.92","0","10","7","7"
"2003","West Germany","7.16","8","16855","4","6","9","10","10","7.13","7.19","0","10","8","8"
"2004","East Germany","6.92","7","5223","4","5","8","10","10","6.86","6.98","0","10","7","7"
"2004","West Germany","7.09","8","16365","4","6","9","10","10","7.06","7.12","0","10","7","7"
"2005","East Germany","6.86","7","5031","4","5","8","10","10","6.8","6.92","0","10","7","7"
"2005","West Germany","7.07","8","15670","4","6","9","10","10","7.03","7.11","0","10","7","8"
"2006","East Germany","6.8","7","5280","4","5","8","10","10","6.74","6.86","0","10","7","7"
"2006","West Germany","7.02","7","16697","4","5","9","10","10","6.99","7.05","0","10","7","8"
"2007","East Germany","6.8","7","5009","4","5","8","10","10","6.74","6.86","0","10","7","7"
"2007","West Germany","7.01","7","15521","4","6","9","10","10","6.97","7.05","0","10","7","8"
"2008","East Germany","6.96","7","4781","4","6","8","10","10","6.9","7.02","0","10","7","7"
"2008","West Germany","7.13","8","14593","4","6","9","10","10","7.1","7.16","0","10","8","8"
"2009","East Germany","6.94","7","4544","4","6","8","10","10","6.88","7","0","10","7","7"
"2009","West Germany","7.11","8","13519","4","6","9","10","10","7.07","7.15","0","10","8","8"
"2010","East Germany","6.9","7","5473","4","5","8","10","10","6.84","6.96","0","10","7","7"
"2010","West Germany","7.09","8","18527","4","6","9","10","10","7.06","7.12","0","10","7","7"
"2011","East Germany","7.05","7","4395","4","6","8","10","10","6.99","7.11","0","10","7","7"
"2011","West Germany","7.23","8","13825","4","6","9","10","10","7.19","7.27","0","10","8","8"
"2012","East Germany","7.07","8","4609","4","6","9","10","10","7.01","7.13","0","10","7","8"
"2012","West Germany","7.26","8","14685","4","6","9","10","10","7.23","7.29","0","10","8","8"
"2013","East Germany","7.13","8","4431","4","6","9","10","10","7.07","7.19","0","10","7","8"
"2013","West Germany","7.34","8","14288","4","6","9","10","10","7.3","7.38","0","10","8","8"
"2014","East Germany","7.14","8","5597","4","6","9","10","10","7.08","7.2","0","10","7","8"
"2014","West Germany","7.21","8","21534","4","6","9","10","10","7.18","7.24","0","10","7","8"
"2015","East Germany","7.16","8","5261","4","6","9","10","10","7.1","7.22","0","10","7","8"
"2015","West Germany","7.23","8","19811","4","6","9","10","10","7.2","7.26","0","10","8","8"
"2016","East Germany","7.18","8","5045","4","6","9","10","10","7.12","7.24","0","10","8","8"
"2016","West Germany","7.23","8","19162","4","6","9","10","10","7.2","7.26","0","10","8","8"
"2017","East Germany","7.17","8","5616","4","6","9","10","10","7.12","7.22","0","10","7","8"
"2017","West Germany","7.23","8","20901","4","6","9","10","10","7.2","7.26","0","10","7","8"
"2018","East Germany","7.09","7","5492","4","6","8","10","10","7.04","7.14","0","10","7","8"
"2018","West Germany","7.19","8","20139","4","6","9","10","10","7.16","7.22","0","10","8","8"
"2019","East Germany","7.17","8","5555","5","6","9","10","10","7.12","7.22","0","10","7","8"
"2019","West Germany","7.3","8","20158","4","6","9","10","10","7.27","7.33","0","10","8","8"
