"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","",""
"1984","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","",""
"1984","Westdeutschland, alte Bundeslaender","Female","582.14","537.77","2673","188","307","782","1023","569.77","594.51","542","563"
"1984","Westdeutschland, alte Bundeslaender","Male","1119.47","1023","4489","531","818","1329","1790","1102.54","1136.4","971","1006"
"1985","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","",""
"1985","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","",""
"1985","Westdeutschland, alte Bundeslaender","Female","596.48","562","2514","187","307","818","1023","583.24","609.72","562","588"
"1985","Westdeutschland, alte Bundeslaender","Male","1133.82","1023","4015","511","818","1380","1841","1114.55","1153.09","971","1023"
"1986","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","",""
"1986","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","",""
"1986","Westdeutschland, alte Bundeslaender","Female","632.84","596.47","2434","201","327","853","1074","617.67","648.01","562","614"
"1986","Westdeutschland, alte Bundeslaender","Male","1168.69","1038.53","3875","511","854","1406","1943","1149.12","1188.26","1023","1023"
"1987","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","",""
"1987","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","",""
"1987","Westdeutschland, alte Bundeslaender","Female","636.66","614","2457","205","332","869","1074","622.47","650.85","579","614"
"1987","Westdeutschland, alte Bundeslaender","Male","1190.49","1074","3840","511","869","1432","1994","1171.67","1209.31","1023","1052"
"1988","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","",""
"1988","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","",""
"1988","Westdeutschland, alte Bundeslaender","Female","665.45","618.26","2359","202","317","895","1125","648.96","681.94","598","614"
"1988","Westdeutschland, alte Bundeslaender","Male","1233.88","1125","3629","561","920","1503","2045","1214.48","1253.28","1074","1086"
"1989","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","",""
"1989","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","",""
"1989","Westdeutschland, alte Bundeslaender","Female","703.11","665","2343","215","358","925","1176","686.78","719.44","620","665"
"1989","Westdeutschland, alte Bundeslaender","Male","1287.3","1176","3537","639","920","1534","2045","1265.93","1308.67","1125","1125"
"1990","Ostdeutschland, neue Bundeslaender","Female","401.57","389","1630","205","302","501","593","393.57","409.57","383","401"
"1990","Ostdeutschland, neue Bundeslaender","Male","540.37","518","1807","348","435","626","767","531.01","549.73","511","537"
"1990","Westdeutschland, alte Bundeslaender","Female","740.09","703.88","2331","230","409","1002","1278","720.64","759.54","665","715"
"1990","Westdeutschland, alte Bundeslaender","Male","1358.07","1227","3438","588","971","1636","2199","1335.07","1381.07","1176","1218"
"1991","Ostdeutschland, neue Bundeslaender","Female","491.14","486","1315","249","359","596","726","480.03","502.25","473","501"
"1991","Ostdeutschland, neue Bundeslaender","Male","669.99","614","1520","407","511","767","1023","654.5","685.48","614","639"
"1991","Westdeutschland, alte Bundeslaender","Female","762.62","716","2408","240","409","1023","1329","744.99","780.25","686","736"
"1991","Westdeutschland, alte Bundeslaender","Male","1421.48","1278","3484","641","1023","1717","2301","1397.85","1445.11","1227","1278"
"1992","Ostdeutschland, neue Bundeslaender","Female","655.27","639","1104","325","501","795","971","637.62","672.92","614","665"
"1992","Ostdeutschland, neue Bundeslaender","Male","834.42","767.75","1334","486","616","989","1248","815.05","853.79","767","809"
"1992","Westdeutschland, alte Bundeslaender","Female","819.87","787","2338","251","436","1074","1432","801.68","838.06","741","782"
"1992","Westdeutschland, alte Bundeslaender","Male","1489.34","1355.41","3369","744","1074","1790","2403","1465.99","1512.69","1288","1329"
"1993","Ostdeutschland, neue Bundeslaender","Female","804.68","767","1038","384","562","997","1227","777.5","831.86","741","792"
"1993","Ostdeutschland, neue Bundeslaender","Male","990","920","1235","511","741","1176","1483","958.4","1021.6","920","961"
"1993","Westdeutschland, alte Bundeslaender","Female","862.06","818","2349","256","455","1146","1534","843.02","881.1","767","818"
"1993","Westdeutschland, alte Bundeslaender","Male","1604.59","1432","3296","767","1125","1943","2556","1575.65","1633.53","1378","1400"
"1994","Ostdeutschland, neue Bundeslaender","Female","876.4","854.39","1012","388","603","1084","1344","845.32","907.48","808","869"
"1994","Ostdeutschland, neue Bundeslaender","Male","1069.2","1023","1206","511","818","1278","1534","1040.77","1097.63","1023","1040"
"1994","Westdeutschland, alte Bundeslaender","Female","888.9","869","2241","266","481","1176","1483","868.55","909.25","801","869"
"1994","Westdeutschland, alte Bundeslaender","Male","1631.6","1483","3123","818","1176","1978","2556","1603.19","1660.01","1380","1432"
"1995","Ostdeutschland, neue Bundeslaender","Female","890.74","869","1018","383","614","1125","1391","859.62","921.86","818","885"
"1995","Ostdeutschland, neue Bundeslaender","Male","1125.92","1023","1195","559","818","1307","1662","1082.05","1169.79","1023","1074"
"1995","Westdeutschland, alte Bundeslaender","Female","884.39","859.1","2369","276","464","1176","1534","863.6","905.18","781","864"
"1995","Westdeutschland, alte Bundeslaender","Male","1657.77","1508","3303","777","1175","2045","2659","1624.64","1690.9","1432","1455"
"1996","Ostdeutschland, neue Bundeslaender","Female","929.26","920","993","383","614","1176","1483","900.6","957.92","869","920"
"1996","Ostdeutschland, neue Bundeslaender","Male","1144.93","1074","1145","578","869","1380","1686","1113.38","1176.48","1050","1099"
"1996","Westdeutschland, alte Bundeslaender","Female","923.33","920","2322","297","486","1227","1550","901.26","945.4","818","892"
"1996","Westdeutschland, alte Bundeslaender","Male","1693.28","1534","3197","818","1176","2045","2771","1663.55","1723.01","1432","1483"
"1997","Ostdeutschland, neue Bundeslaender","Female","933.06","920","969","370","665","1176","1483","904.54","961.58","887","946"
"1997","Ostdeutschland, neue Bundeslaender","Male","1164.72","1074","1108","511","869","1380","1790","1124.14","1205.3","1054","1120"
"1997","Westdeutschland, alte Bundeslaender","Female","925.71","907.75","2251","302","474","1227","1534","903.18","948.24","818","891"
"1997","Westdeutschland, alte Bundeslaender","Male","1700.99","1534","3102","798","1176","2045","2812","1671.75","1730.23","1483","1534"
"1998","Ostdeutschland, neue Bundeslaender","Female","947.98","920","998","376","665","1176","1490","918.01","977.95","895","971"
"1998","Ostdeutschland, neue Bundeslaender","Male","1128.25","1065","1169","436","818","1380","1790","1096.44","1160.06","1023","1074"
"1998","Westdeutschland, alte Bundeslaender","Female","942.58","920","2535","307","502","1253","1585","921.19","963.97","854","920"
"1998","Westdeutschland, alte Bundeslaender","Male","1697.62","1534","3456","665","1166","2045","2812","1669.48","1725.76","1499","1534"
"1999","Ostdeutschland, neue Bundeslaender","Female","948.96","932.79","1012","332","650","1227","1534","918.95","978.97","885","971"
"1999","Ostdeutschland, neue Bundeslaender","Male","1138.98","1074","1163","511","855","1365","1841","1107.44","1170.52","1023","1074"
"1999","Westdeutschland, alte Bundeslaender","Female","935.81","920","2548","281","460","1278","1623","913.62","958","818","901"
"1999","Westdeutschland, alte Bundeslaender","Male","1736.56","1534","3366","614","1176","2096","2914","1706.31","1766.81","1534","1534"
"2000","Ostdeutschland, neue Bundeslaender","Female","936.8","920","1509","281","568","1227","1534","910.19","963.41","892","948"
"2000","Ostdeutschland, neue Bundeslaender","Male","1207.56","1125","1707","455","869","1432","1954","1175.51","1239.61","1074","1145"
"2000","Westdeutschland, alte Bundeslaender","Female","926","869","4631","283","435","1278","1636","908.15","943.85","818","869"
"2000","Westdeutschland, alte Bundeslaender","Male","1764.34","1585","5998","716","1227","2096","2965","1739.21","1789.47","1585","1636"
"2001","Ostdeutschland, neue Bundeslaender","Female","984.31","932.54","1403","315","614","1278","1611","955.54","1013.08","920","971"
"2001","Ostdeutschland, neue Bundeslaender","Male","1246.31","1147.09","1571","460","869","1534","2025","1213.75","1278.87","1125","1176"
"2001","Westdeutschland, alte Bundeslaender","Female","956.95","890.32","4299","297","436","1329","1703","938.75","975.15","818","869"
"2001","Westdeutschland, alte Bundeslaender","Male","1785.29","1636","5359","614","1227","2147","2965","1758.06","1812.52","1636","1679"
"2002","Ostdeutschland, neue Bundeslaender","Female","993.04","966.1","1406","320","600","1313","1604","959.08","1027","993","1027"
"2002","Ostdeutschland, neue Bundeslaender","Male","1258.16","1150","1552","445","900","1500","2000","1209.52","1306.8","1200","1265"
"2002","Westdeutschland, alte Bundeslaender","Female","985.65","889.52","4759","290","400","1350","1800","945.18","1026.12","900","950"
"2002","Westdeutschland, alte Bundeslaender","Male","1864.44","1678","5787","603","1200","2210","3000","1820.44","1908.44","1800","1850"
"2003","Ostdeutschland, neue Bundeslaender","Female","1002.92","965.34","1349","300","595","1320","1700","962.03","1043.81","990","1030"
"2003","Ostdeutschland, neue Bundeslaender","Male","1308.11","1200","1485","400","900","1590","2100","1259.81","1356.41","1200","1300"
"2003","Westdeutschland, alte Bundeslaender","Female","1001.2","900","4565","298","435","1400","1799","976.39","1026.01","900","950"
"2003","Westdeutschland, alte Bundeslaender","Male","1879.12","1700","5393","600","1230","2250","3075","1833.88","1924.36","1800","1895"
"2004","Ostdeutschland, neue Bundeslaender","Female","978.44","940","1349","300","560","1300","1700","939.5","1017.38","980","1017"
"2004","Ostdeutschland, neue Bundeslaender","Male","1306.75","1200","1438","320","891","1600","2100","1256.87","1356.63","1200","1300"
"2004","Westdeutschland, alte Bundeslaender","Female","1008.86","919.66","4417","300","430","1400","1800","981.55","1036.17","900","980"
"2004","Westdeutschland, alte Bundeslaender","Male","1916.86","1700","5200","606","1225","2300","3200","1872.66","1961.06","1820","1900"
"2005","Ostdeutschland, neue Bundeslaender","Female","1006.42","933.77","1265","290","600","1304","1700","963.72","1049.12","979","1029"
"2005","Ostdeutschland, neue Bundeslaender","Male","1323.75","1200","1369","330","890","1700","2193","1272.5","1375","1220","1300"
"2005","Westdeutschland, alte Bundeslaender","Female","1044.66","930","4263","283","420","1430","1950","1018.97","1070.35","900","960"
"2005","Westdeutschland, alte Bundeslaender","Male","1907.88","1750","4852","570","1260","2300","3150","1864.47","1951.29","1850","1900"
"2006","Ostdeutschland, neue Bundeslaender","Female","1015.51","990.7","1360","234","580","1375","1754","973.44","1057.58","1000","1050"
"2006","Ostdeutschland, neue Bundeslaender","Male","1300.61","1200","1409","300","890","1600","2200","1248.01","1353.21","1200","1300"
