"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","general elemantary","2.84","2","564","1","1","4","5","2.69","2.99","2","3"
"2005","direct migration background","higher education","2.77","3","338","1","1","4","5","2.6","2.94","2","3"
"2005","direct migration background","higher vocational","2.53","2","133","1","1","3","5","2.25","2.81","2","3"
"2005","direct migration background","in school","3.17","3","55","1","2","4","5","2.74","3.6","2","4"
"2005","direct migration background","inadequately","2.71","2","142","1","1","4","5","2.43","2.99","2","3"
"2005","direct migration background","middle vocational","2.87","3","868","1","1","4","5","2.75","2.99","2","3"
"2005","direct migration background","vocational + Abi","3.01","3","216","1","1","4","6","2.77","3.25","2","3"
"2005","indirect migration background","general elemantary","3.43","3","180","1","2","4","6","3.17","3.69","3","4"
"2005","indirect migration background","higher education","2.84","3","69","1","2","4","5","2.49","3.19","2","3"
"2005","indirect migration background","higher vocational","2.99","3","41","1","1","4","5","2.45","3.53","2","4"
"2005","indirect migration background","in school","3.58","3","88","1","2","5","6","3.22","3.94","3","4"
"2005","indirect migration background","inadequately","","","","","","","","","","",""
"2005","indirect migration background","middle vocational","2.99","3","335","1","2","4","5","2.81","3.17","2","3"
"2005","indirect migration background","vocational + Abi","2.43","2","46","1","1","3","4","2.05","2.81","2","3"
"2005","no migration background","general elemantary","2.97","3","1651","1","1","4","6","2.89","3.05","3","3"
"2005","no migration background","higher education","2.65","2","3752","1","1","4","5","2.6","2.7","2","2"
"2005","no migration background","higher vocational","2.84","3","1381","1","2","4","5","2.76","2.92","2","3"
"2005","no migration background","in school","3.16","3","503","1","2","4","6","3.02","3.3","3","3"
"2005","no migration background","inadequately","3.12","3","80","1","1","4","6","2.66","3.58","2","4"
"2005","no migration background","middle vocational","2.9","3","9010","1","1","4","5","2.87","2.93","3","3"
"2005","no migration background","vocational + Abi","2.72","2","870","1","2","4","5","2.63","2.81","2","3"
"2006","direct migration background","general elemantary","","","","","","","","","","",""
"2006","direct migration background","higher education","","","","","","","","","","",""
"2006","direct migration background","higher vocational","","","","","","","","","","",""
"2006","direct migration background","in school","","","","","","","","","","",""
"2006","direct migration background","inadequately","","","","","","","","","","",""
"2006","direct migration background","middle vocational","","","","","","","","","","",""
"2006","direct migration background","vocational + Abi","","","","","","","","","","",""
"2006","indirect migration background","general elemantary","","","","","","","","","","",""
"2006","indirect migration background","higher education","","","","","","","","","","",""
"2006","indirect migration background","higher vocational","","","","","","","","","","",""
"2006","indirect migration background","in school","","","","","","","","","","",""
"2006","indirect migration background","inadequately","","","","","","","","","","",""
"2006","indirect migration background","middle vocational","","","","","","","","","","",""
"2006","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2006","no migration background","general elemantary","","","","","","","","","","",""
"2006","no migration background","higher education","","","","","","","","","","",""
"2006","no migration background","higher vocational","","","","","","","","","","",""
"2006","no migration background","in school","","","","","","","","","","",""
"2006","no migration background","inadequately","","","","","","","","","","",""
"2006","no migration background","middle vocational","","","","","","","","","","",""
"2006","no migration background","vocational + Abi","","","","","","","","","","",""
"2007","direct migration background","general elemantary","","","","","","","","","","",""
"2007","direct migration background","higher education","","","","","","","","","","",""
"2007","direct migration background","higher vocational","","","","","","","","","","",""
"2007","direct migration background","in school","","","","","","","","","","",""
"2007","direct migration background","inadequately","","","","","","","","","","",""
"2007","direct migration background","middle vocational","","","","","","","","","","",""
"2007","direct migration background","vocational + Abi","","","","","","","","","","",""
"2007","indirect migration background","general elemantary","","","","","","","","","","",""
"2007","indirect migration background","higher education","","","","","","","","","","",""
"2007","indirect migration background","higher vocational","","","","","","","","","","",""
"2007","indirect migration background","in school","","","","","","","","","","",""
"2007","indirect migration background","inadequately","","","","","","","","","","",""
"2007","indirect migration background","middle vocational","","","","","","","","","","",""
"2007","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2007","no migration background","general elemantary","","","","","","","","","","",""
"2007","no migration background","higher education","","","","","","","","","","",""
"2007","no migration background","higher vocational","","","","","","","","","","",""
"2007","no migration background","in school","","","","","","","","","","",""
"2007","no migration background","inadequately","","","","","","","","","","",""
"2007","no migration background","middle vocational","","","","","","","","","","",""
"2007","no migration background","vocational + Abi","","","","","","","","","","",""
"2008","direct migration background","general elemantary","","","","","","","","","","",""
"2008","direct migration background","higher education","","","","","","","","","","",""
"2008","direct migration background","higher vocational","","","","","","","","","","",""
"2008","direct migration background","in school","","","","","","","","","","",""
"2008","direct migration background","inadequately","","","","","","","","","","",""
"2008","direct migration background","middle vocational","","","","","","","","","","",""
"2008","direct migration background","vocational + Abi","","","","","","","","","","",""
"2008","indirect migration background","general elemantary","","","","","","","","","","",""
"2008","indirect migration background","higher education","","","","","","","","","","",""
"2008","indirect migration background","higher vocational","","","","","","","","","","",""
"2008","indirect migration background","in school","","","","","","","","","","",""
"2008","indirect migration background","inadequately","","","","","","","","","","",""
"2008","indirect migration background","middle vocational","","","","","","","","","","",""
"2008","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2008","no migration background","general elemantary","","","","","","","","","","",""
"2008","no migration background","higher education","","","","","","","","","","",""
"2008","no migration background","higher vocational","","","","","","","","","","",""
"2008","no migration background","in school","","","","","","","","","","",""
"2008","no migration background","inadequately","","","","","","","","","","",""
"2008","no migration background","middle vocational","","","","","","","","","","",""
"2008","no migration background","vocational + Abi","","","","","","","","","","",""
"2009","direct migration background","general elemantary","","","","","","","","","","",""
"2009","direct migration background","higher education","","","","","","","","","","",""
"2009","direct migration background","higher vocational","","","","","","","","","","",""
"2009","direct migration background","in school","","","","","","","","","","",""
"2009","direct migration background","inadequately","","","","","","","","","","",""
"2009","direct migration background","middle vocational","","","","","","","","","","",""
"2009","direct migration background","vocational + Abi","","","","","","","","","","",""
"2009","indirect migration background","general elemantary","","","","","","","","","","",""
"2009","indirect migration background","higher education","","","","","","","","","","",""
"2009","indirect migration background","higher vocational","","","","","","","","","","",""
"2009","indirect migration background","in school","","","","","","","","","","",""
"2009","indirect migration background","inadequately","","","","","","","","","","",""
"2009","indirect migration background","middle vocational","","","","","","","","","","",""
"2009","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2009","no migration background","general elemantary","","","","","","","","","","",""
"2009","no migration background","higher education","","","","","","","","","","",""
"2009","no migration background","higher vocational","","","","","","","","","","",""
"2009","no migration background","in school","","","","","","","","","","",""
"2009","no migration background","inadequately","","","","","","","","","","",""
"2009","no migration background","middle vocational","","","","","","","","","","",""
"2009","no migration background","vocational + Abi","","","","","","","","","","",""
"2010","direct migration background","general elemantary","2.97","3","325","1","1","4","5","2.78","3.16","2","3"
"2010","direct migration background","higher education","2.99","3","274","1","2","4","5","2.8","3.18","2","3"
"2010","direct migration background","higher vocational","2.74","2","85","1","1","4","5","2.43","3.05","2","3"
"2010","direct migration background","in school","","","","","","","","","","",""
"2010","direct migration background","inadequately","2.8","2","67","1","1","5","5","2.4","3.2","2","3"
"2010","direct migration background","middle vocational","3.02","3","532","1","1","4","5","2.88","3.16","2","3"
"2010","direct migration background","vocational + Abi","3.37","3","143","1","2","5","6","3.1","3.64","2","3"
"2010","indirect migration background","general elemantary","3.21","3","120","1","2","5","6","2.88","3.54","3","4"
