"plh0039","year","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","no migration background","5848","0.364136152676424","0.356831370264552","0.371440935088297"
"Big worries","2008","direct migration background","752","0.390722095593717","0.368783289449915","0.41266090173752"
"Big worries","2008","indirect migration background","260","0.324805296244759","0.291706592497801","0.357903999991716"
"Some worries","2008","no migration background","8398","0.49201103415754","0.484421626545799","0.49960044176928"
"Some worries","2008","direct migration background","903","0.480524491637144","0.458059224206195","0.502989759068093"
"Some worries","2008","indirect migration background","384","0.491638942132556","0.456304828915571","0.526973055349542"
"No worries","2008","no migration background","2423","0.143852813166036","0.138525273224546","0.149180353107526"
"No worries","2008","direct migration background","245","0.128753412769138","0.113693543211599","0.143813282326678"
"No worries","2008","indirect migration background","125","0.183555761622685","0.156194747140874","0.210916776104496"
"Big worries","2009","no migration background","5263","0.351771001304764","0.344290756688568","0.35925124592096"
"Big worries","2009","direct migration background","616","0.39444905957107","0.370952548212217","0.417945570929923"
"Big worries","2009","indirect migration background","227","0.293319708024607","0.259830796771016","0.326808619278198"
"Some worries","2009","no migration background","8118","0.507808420039028","0.499977034698203","0.515639805379854"
"Some worries","2009","direct migration background","814","0.47613957044688","0.45212872144667","0.50015041944709"
"Some worries","2009","indirect migration background","364","0.507367482819202","0.470593406839674","0.54414155879873"
"No worries","2009","no migration background","2274","0.140420578656207","0.134978310472332","0.145862846840082"
"No worries","2009","direct migration background","232","0.12941136998205","0.113274277269993","0.145548462694108"
"No worries","2009","indirect migration background","119","0.199312809156191","0.169928332367643","0.228697285944738"
"Big worries","2010","no migration background","4951","0.358391308617421","0.350596425409846","0.366186191824996"
"Big worries","2010","direct migration background","538","0.358689632416214","0.334129945786204","0.383249319046223"
"Big worries","2010","indirect migration background","181","0.264482896992412","0.230731530882882","0.298234263101942"
"Some worries","2010","no migration background","7364","0.487204727697945","0.47907972503478","0.495329730361109"
"Some worries","2010","direct migration background","731","0.499990300900752","0.474386804115091","0.525593797686413"
"Some worries","2010","indirect migration background","367","0.549785745190808","0.511714022382879","0.587857467998736"
"No worries","2010","no migration background","2223","0.154403963684634","0.148530335508823","0.160277591860445"
"No worries","2010","direct migration background","196","0.141320066683035","0.123482038224122","0.159158095141947"
"No worries","2010","indirect migration background","108","0.185731357816781","0.155972062488236","0.215490653145325"
"Big worries","2011","no migration background","5977","0.344605664050583","0.33762432968801","0.351586998413156"
"Big worries","2011","direct migration background","746","0.355060054523393","0.33399285482823","0.376127254218556"
"Big worries","2011","indirect migration background","246","0.296977748426362","0.265135308362829","0.328820188489895"
"Some worries","2011","no migration background","8982","0.497756267517325","0.490411272213538","0.505101262821112"
