"year","age_gr","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2006","16-34 y.","7.53","8","5041","7.48","7.58","5","7","9","10"
"2006","35-65 y.","7.51","8","12282","7.48","7.54","5","7","9","10"
"2006","66 and older","7.65","8","4377","7.59","7.71","5","7","9","10"
"2007","16-34 y.","7.51","8","4627","7.45","7.57","5","6","9","10"
"2007","35-65 y.","7.45","8","11352","7.41","7.49","5","7","9","10"
"2007","66 and older","7.76","8","4286","7.7","7.82","5","7","9","10"
"2008","16-34 y.","7.64","8","4339","7.58","7.7","5","7","9","10"
"2008","35-65 y.","7.56","8","10643","7.52","7.6","5","7","9","10"
"2008","66 and older","7.83","8","4292","7.77","7.89","5","7","9","10"
"2009","16-34 y.","7.69","8","3967","7.63","7.75","5","7","9","10"
"2009","35-65 y.","7.51","8","9859","7.47","7.55","5","7","9","10"
"2009","66 and older","7.87","8","4168","7.81","7.93","5","7","10","10"
"2010","16-34 y.","7.74","8","6562","7.7","7.78","5","7","9","10"
"2010","35-65 y.","7.6","8","13330","7.57","7.63","5","7","9","10"
"2010","66 and older","7.84","8","4017","7.78","7.9","5","7","9","10"
"2011","16-34 y.","7.9","8","6279","7.85","7.95","5","7","9","10"
"2011","35-65 y.","7.66","8","14954","7.63","7.69","5","7","9","10"
"2011","66 and older","7.86","8","4417","7.8","7.92","5","7","9","10"
"2012","16-34 y.","7.93","8","6035","7.88","7.98","5","7","9","10"
"2012","35-65 y.","7.77","8","15332","7.74","7.8","5","7","9","10"
"2012","66 and older","7.94","8","4821","7.89","7.99","5","7","9","10"
"2013","16-34 y.","7.91","8","5599","7.86","7.96","5","7","9","10"
"2013","35-65 y.","7.72","8","14847","7.69","7.75","5","7","9","10"
"2013","66 and older","7.97","8","4887","7.92","8.02","5","7","10","10"
"2014","16-34 y.","8.01","8","6511","7.97","8.05","5","7","9","10"
"2014","35-65 y.","7.7","8","15499","7.67","7.73","5","7","9","10"
"2014","66 and older","7.97","8","4884","7.92","8.02","5","7","9","10"
"2015","16-34 y.","7.95","8","5689","7.9","8","5","7","9","10"
"2015","35-65 y.","7.71","8","14344","7.68","7.74","5","7","9","10"
"2015","66 and older","7.86","8","4845","7.81","7.91","5","7","9","10"
"2016","16-34 y.","7.99","8","5534","7.94","8.04","6","7","9","10"
"2016","35-65 y.","7.75","8","13812","7.72","7.78","5","7","9","10"
"2016","66 and older","7.88","8","4670","7.83","7.93","5","7","9","10"
"2017","16-34 y.","8","8","6086","7.95","8.05","6","7","9","10"
"2017","35-65 y.","7.74","8","15279","7.71","7.77","5","7","9","10"
"2017","66 and older","7.89","8","4920","7.84","7.94","5","7","9","10"
"2018","16-34 y.","7.96","8","5915","7.91","8.01","5","7","9","10"
"2018","35-65 y.","7.74","8","14564","7.71","7.77","5","7","9","10"
"2018","66 and older","7.92","8","4949","7.87","7.97","5","7","9","10"
"2019","16-34 y.","8.05","8","5375","8","8.1","6","7","9","10"
"2019","35-65 y.","7.82","8","15023","7.79","7.85","5","7","9","10"
"2019","66 and older","7.86","8","5117","7.81","7.91","5","7","9","10"
