"plh0034","year","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","8752","0.488572566795864","0.48126260335366","0.495882530238067"
"Some worries","2009","7480","0.411796189033694","0.404598986326873","0.418993391740515"
"No worries","2009","1731","0.0996312441704424","0.0952513195033226","0.104011168837562"
"Big worries","2010","6377","0.38188419582206","0.374496008526845","0.389272383117275"
"Some worries","2010","8105","0.482663358791625","0.475064543032403","0.490262174550848"
"No worries","2010","2130","0.135452445386315","0.130248592647993","0.140656298124637"
"Big worries","2011","6321","0.30900444064076","0.302679457478782","0.315329423802739"
"Some worries","2011","10657","0.51913956846993","0.512300594165742","0.525978542774117"
"No worries","2011","3525","0.17185599088931","0.166692128557192","0.177019853221428"
"Big worries","2012","7807","0.375849664615514","0.369203780505128","0.3824955487259"
"Some worries","2012","9714","0.482036662477457","0.475180349691363","0.488892975263551"
"No worries","2012","2882","0.142113672907029","0.13732258784775","0.146904757966309"
"Big worries","2013","5866","0.314348508311119","0.307716255317975","0.320980761304264"
"Some worries","2013","9727","0.51237512862957","0.505234431476068","0.519515825783071"
"No worries","2013","3230","0.173276363059311","0.167869398670916","0.178683327447706"
"Big worries","2014","5759","0.220443195991365","0.215481947990831","0.225404443991899"
"Some worries","2014","14318","0.537258992662639","0.531291669679165","0.543226315646114"
"No worries","2014","6743","0.242297811345995","0.237169873876337","0.247425748815654"
"Big worries","2015","","","",""
"Some worries","2015","","","",""
"No worries","2015","","","",""
"Big worries","2016","","","",""
"Some worries","2016","","","",""
"No worries","2016","","","",""
"Big worries","2017","","","",""
"Some worries","2017","","","",""
"No worries","2017","","","",""
"Big worries","2018","","","",""
"Some worries","2018","","","",""
"No worries","2018","","","",""
"Big worries","2019","5125","0.200717997065326","0.195793871476691","0.20564212265396"
"Some worries","2019","13724","0.541192435385634","0.53506643400714","0.547318436764127"
"No worries","2019","6568","0.258089567549041","0.252710005631389","0.263469129466692"
