"year","pgisced97","sampreg","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","general elemantary","Ostdeutschland, neue Bundeslaender","5.7","6","342","5.57","5.83","4","5","7","7"
"2005","general elemantary","Westdeutschland, alte Bundeslaender","5.87","6","2056","5.82","5.92","4","5","7","7"
"2005","higher education","Ostdeutschland, neue Bundeslaender","5.94","6","1250","5.88","6","4","5","7","7"
"2005","higher education","Westdeutschland, alte Bundeslaender","5.87","6","2915","5.83","5.91","4","5","7","7"
"2005","higher vocational","Ostdeutschland, neue Bundeslaender","5.79","6","422","5.67","5.91","4","5","7","7"
"2005","higher vocational","Westdeutschland, alte Bundeslaender","5.85","6","1137","5.78","5.92","4","5","7","7"
"2005","in school","Ostdeutschland, neue Bundeslaender","5.79","6","147","5.59","5.99","4","5","7","7"
"2005","in school","Westdeutschland, alte Bundeslaender","5.75","6","501","5.64","5.86","4","5","7","7"
"2005","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2005","inadequately","Westdeutschland, alte Bundeslaender","6","6","215","5.84","6.16","4","5","7","7"
"2005","middle vocational","Ostdeutschland, neue Bundeslaender","5.98","6","2628","5.94","6.02","4","5","7","7"
"2005","middle vocational","Westdeutschland, alte Bundeslaender","5.92","6","7617","5.89","5.95","4","5","7","7"
"2005","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.69","6","162","5.52","5.86","4","5","7","7"
"2005","vocational + Abi","Westdeutschland, alte Bundeslaender","5.79","6","970","5.72","5.86","4","5","7","7"
"2006","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2010","general elemantary","Ostdeutschland, neue Bundeslaender","5.98","6","220","5.85","6.11","4","5","7","7"
"2010","general elemantary","Westdeutschland, alte Bundeslaender","5.88","6","1399","5.82","5.94","4","5","7","7"
"2010","higher education","Ostdeutschland, neue Bundeslaender","5.87","6","1119","5.8","5.94","4","5","7","7"
"2010","higher education","Westdeutschland, alte Bundeslaender","5.78","6","2708","5.74","5.82","4","5","7","7"
"2010","higher vocational","Ostdeutschland, neue Bundeslaender","5.72","6","351","5.59","5.85","4","5","7","7"
"2010","higher vocational","Westdeutschland, alte Bundeslaender","5.97","6","907","5.9","6.04","4","5","7","7"
"2010","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2010","in school","Westdeutschland, alte Bundeslaender","5.61","6","239","5.45","5.77","4","5","7","7"
"2010","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2010","inadequately","Westdeutschland, alte Bundeslaender","5.88","6","125","5.63","6.13","4","5","7","7"
"2010","middle vocational","Ostdeutschland, neue Bundeslaender","5.88","6","2191","5.83","5.93","4","5","7","7"
"2010","middle vocational","Westdeutschland, alte Bundeslaender","5.84","6","6128","5.81","5.87","4","5","7","7"
