"plh0188","year","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","789","0.180850340924988","0.169517507396631","0.192183174453345"
"Tends to agree","1990","1969","0.443361855995857","0.428734600042374","0.457989111949339"
"Rather not true","1990","1349","0.30012322617235","0.286628694724623","0.313617757620077"
"Totally disagree","1990","324","0.075664576906805","0.0678777894908595","0.0834513643227506"
"True entirely","1991","635","0.152627971539786","0.141724468885959","0.163531474193612"
"Tends to agree","1991","1732","0.407671370937735","0.392772670970785","0.422570070904686"
"Rather not true","1991","1393","0.335067280561528","0.320756386466184","0.349378174656872"
"Totally disagree","1991","419","0.104633376960951","0.0953533876290079","0.113913366292895"
"True entirely","1992","1565","0.138521298350667","0.132065175548492","0.144977421152842"
"Tends to agree","1992","5176","0.459855603440722","0.450541159948808","0.469170046932637"
"Rather not true","1992","3455","0.3235584345435","0.314814986390923","0.332301882696077"
"Totally disagree","1992","802","0.0780646636651104","0.073050843988631","0.0830784833415897"
"True entirely","1993","1450","0.105949598706766","0.100680209983884","0.111218987429649"
"Tends to agree","1993","5591","0.404764336128625","0.396360546535004","0.413168125722245"
"Rather not true","1993","4716","0.375590143331568","0.367298864000912","0.383881422662225"
"Totally disagree","1993","1348","0.113695921833041","0.108260998829659","0.119130844836422"
"True entirely","1994","","","",""
"Tends to agree","1994","","","",""
"Rather not true","1994","","","",""
"Totally disagree","1994","","","",""
"True entirely","1995","1931","0.141633551720099","0.135708491955729","0.147558611484469"
"Tends to agree","1995","6976","0.507168157245459","0.498672467089771","0.515663847401147"
"Rather not true","1995","3736","0.29180293021021","0.284077989007154","0.299527871413265"
"Totally disagree","1995","660","0.0593953608242326","0.0553788113926803","0.0634119102557848"
"True entirely","1996","1760","0.128082641263089","0.122355424500206","0.133809858025973"
"Tends to agree","1996","6451","0.48335063671912","0.474786375251034","0.491914898187205"
"Rather not true","1996","4106","0.326620638167017","0.318583294594903","0.33465798173913"
"Totally disagree","1996","762","0.0619460838507741","0.0578148322073403","0.066077335494208"
"True entirely","1997","1111","0.0849848671805366","0.0801650625878297","0.0898046717732436"
"Tends to agree","1997","5372","0.407560034176874","0.39906700801353","0.416053060340219"
"Rather not true","1997","5100","0.395186395489376","0.386736404199529","0.403636386779223"
"Totally disagree","1997","1276","0.112268703153213","0.106812197475484","0.117725208830942"
"True entirely","1998","","","",""
"Tends to agree","1998","","","",""
"Rather not true","1998","","","",""
"Totally disagree","1998","","","",""
"True entirely","1999","","","",""
"Tends to agree","1999","","","",""
"Rather not true","1999","","","",""
"Totally disagree","1999","","","",""
"True entirely","2000","","","",""
"Tends to agree","2000","","","",""
"Rather not true","2000","","","",""
"Totally disagree","2000","","","",""
"True entirely","2001","","","",""
"Tends to agree","2001","","","",""
"Rather not true","2001","","","",""
"Totally disagree","2001","","","",""
"True entirely","2002","","","",""
"Tends to agree","2002","","","",""
"Rather not true","2002","","","",""
"Totally disagree","2002","","","",""
"True entirely","2003","","","",""
"Tends to agree","2003","","","",""
"Rather not true","2003","","","",""
"Totally disagree","2003","","","",""
"True entirely","2004","","","",""
"Tends to agree","2004","","","",""
"Rather not true","2004","","","",""
"Totally disagree","2004","","","",""
"True entirely","2005","","","",""
"Tends to agree","2005","","","",""
"Rather not true","2005","","","",""
"Totally disagree","2005","","","",""
"True entirely","2006","","","",""
"Tends to agree","2006","","","",""
"Rather not true","2006","","","",""
"Totally disagree","2006","","","",""
"True entirely","2007","","","",""
"Tends to agree","2007","","","",""
"Rather not true","2007","","","",""
"Totally disagree","2007","","","",""
"True entirely","2008","2087","0.101635923468978","0.0973796060747025","0.105892240863254"
"Tends to agree","2008","9107","0.463277219304922","0.456253297216534","0.47030114139331"
"Rather not true","2008","6854","0.360773593931351","0.35400919949784","0.367537988364862"
"Totally disagree","2008","1313","0.074313263294749","0.0706188167635158","0.0780077098259823"
"True entirely","2009","","","",""
"Tends to agree","2009","","","",""
"Rather not true","2009","","","",""
"Totally disagree","2009","","","",""
"True entirely","2010","","","",""
"Tends to agree","2010","","","",""
"Rather not true","2010","","","",""
"Totally disagree","2010","","","",""
"True entirely","2011","","","",""
"Tends to agree","2011","","","",""
"Rather not true","2011","","","",""
"Totally disagree","2011","","","",""
"True entirely","2012","","","",""
"Tends to agree","2012","","","",""
"Rather not true","2012","","","",""
"Totally disagree","2012","","","",""
"True entirely","2013","3018","0.157602001700209","0.152406109349769","0.162797894050649"
"Tends to agree","2013","10984","0.565867099467034","0.558799219115625","0.572934979818443"
"Rather not true","2013","4257","0.240581646464535","0.234486384048103","0.246676908880967"
"Totally disagree","2013","632","0.0359492523682222","0.0332945520840147","0.0386039526524298"
"True entirely","2014","","","",""
"Tends to agree","2014","","","",""
"Rather not true","2014","","","",""
"Totally disagree","2014","","","",""
"True entirely","2015","","","",""
"Tends to agree","2015","","","",""
"Rather not true","2015","","","",""
"Totally disagree","2015","","","",""
"True entirely","2016","","","",""
"Tends to agree","2016","","","",""
"Rather not true","2016","","","",""
"Totally disagree","2016","","","",""
"True entirely","2017","","","",""
"Tends to agree","2017","","","",""
"Rather not true","2017","","","",""
"Totally disagree","2017","","","",""
"True entirely","2018","4337","0.160896620024429","0.156396056494003","0.165397183554854"
"Tends to agree","2018","13613","0.519930057970388","0.513810635722501","0.526049480218275"
"Rather not true","2018","6426","0.268998087294525","0.263566590174708","0.274429584414342"
"Totally disagree","2018","1229","0.0501752347106584","0.0475012916703645","0.0528491777509524"
