"plh0196","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","in school","West Germany","188","0.392077222850561","0.34701943825535","0.437135007445772"
"People are helpful","2003","in school","East Germany","57","0.363850518464076","0.289535559753169","0.438165477174983"
"People are helpful","2003","inadequately","West Germany","93","0.367369057951238","0.306755265681436","0.42798285022104"
"People are helpful","2003","inadequately","East Germany","6","","",""
"People are helpful","2003","general elemantary","West Germany","932","0.405110179348851","0.385060567520536","0.425159791177166"
"People are helpful","2003","general elemantary","East Germany","126","0.321793595183637","0.276793072121547","0.366794118245726"
"People are helpful","2003","middle vocational","West Germany","3029","0.36198586477299","0.35161389959384","0.372357829952141"
"People are helpful","2003","middle vocational","East Germany","809","0.285538468597442","0.268778711213808","0.302298225981077"
"People are helpful","2003","vocational + Abi","West Germany","308","0.330465597808759","0.301369763782161","0.359561431835357"
"People are helpful","2003","vocational + Abi","East Germany","34","0.279336328539719","0.205278911628116","0.353393745451321"
"People are helpful","2003","higher vocational","West Germany","392","0.323643038190828","0.297357073575489","0.349929002806167"
"People are helpful","2003","higher vocational","East Germany","129","0.251282498292358","0.21111736641941","0.291447630165306"
"People are helpful","2003","higher education","West Germany","1266","0.403553809320597","0.386050311956715","0.421057306684478"
"People are helpful","2003","higher education","East Germany","431","0.338988260304586","0.313076256792584","0.364900263816588"
"People pursue self-interest","2003","in school","West Germany","263","0.607922777149439","0.562864992554228","0.65298056174465"
"People pursue self-interest","2003","in school","East Germany","104","0.636149481535924","0.561834522825017","0.710464440246831"
"People pursue self-interest","2003","inadequately","West Germany","150","0.632630942048762","0.57201714977896","0.693244734318564"
"People pursue self-interest","2003","inadequately","East Germany","9","","",""
"People pursue self-interest","2003","general elemantary","West Germany","1371","0.594889820651149","0.574840208822834","0.614939432479463"
"People pursue self-interest","2003","general elemantary","East Germany","288","0.678206404816363","0.633205881754274","0.723206927878452"
"People pursue self-interest","2003","middle vocational","West Germany","5218","0.63801413522701","0.627642170047859","0.64838610040616"
"People pursue self-interest","2003","middle vocational","East Germany","1981","0.714461531402558","0.697701774018923","0.731221288786192"
"People pursue self-interest","2003","vocational + Abi","West Germany","696","0.669534402191241","0.640438568164643","0.698630236217839"
"People pursue self-interest","2003","vocational + Abi","East Germany","107","0.720663671460281","0.646606254548679","0.794721088371884"
"People pursue self-interest","2003","higher vocational","West Germany","825","0.676356961809172","0.650070997193833","0.702642926424511"
"People pursue self-interest","2003","higher vocational","East Germany","319","0.748717501707642","0.708552369834694","0.78888263358059"
"People pursue self-interest","2003","higher education","West Germany","1752","0.596446190679403","0.578942693315522","0.613949688043285"
"People pursue self-interest","2003","higher education","East Germany","851","0.661011739695414","0.635099736183412","0.686923743207416"
"People are helpful","2004","in school","West Germany","","","",""
"People are helpful","2004","in school","East Germany","","","",""
"People are helpful","2004","inadequately","West Germany","","","",""
"People are helpful","2004","inadequately","East Germany","","","",""
"People are helpful","2004","general elemantary","West Germany","","","",""
"People are helpful","2004","general elemantary","East Germany","","","",""
"People are helpful","2004","middle vocational","West Germany","","","",""
"People are helpful","2004","middle vocational","East Germany","","","",""
"People are helpful","2004","vocational + Abi","West Germany","","","",""
"People are helpful","2004","vocational + Abi","East Germany","","","",""
"People are helpful","2004","higher vocational","West Germany","","","",""
"People are helpful","2004","higher vocational","East Germany","","","",""
"People are helpful","2004","higher education","West Germany","","","",""
"People are helpful","2004","higher education","East Germany","","","",""
"People pursue self-interest","2004","in school","West Germany","","","",""
"People pursue self-interest","2004","in school","East Germany","","","",""
"People pursue self-interest","2004","inadequately","West Germany","","","",""
"People pursue self-interest","2004","inadequately","East Germany","","","",""
"People pursue self-interest","2004","general elemantary","West Germany","","","",""
"People pursue self-interest","2004","general elemantary","East Germany","","","",""
"People pursue self-interest","2004","middle vocational","West Germany","","","",""
"People pursue self-interest","2004","middle vocational","East Germany","","","",""
"People pursue self-interest","2004","vocational + Abi","West Germany","","","",""
"People pursue self-interest","2004","vocational + Abi","East Germany","","","",""
"People pursue self-interest","2004","higher vocational","West Germany","","","",""
"People pursue self-interest","2004","higher vocational","East Germany","","","",""
"People pursue self-interest","2004","higher education","West Germany","","","",""
"People pursue self-interest","2004","higher education","East Germany","","","",""
"People are helpful","2005","in school","West Germany","","","",""
