"plh0196","year","sex","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","Male","3669","0.337069446765122","0.328068435147154","0.34607045838309"
"People are helpful","2003","Female","4218","0.376929402833624","0.36802090055486","0.385837905112387"
"People pursue self-interest","2003","Male","6926","0.662930553234878","0.65392954161691","0.671931564852846"
"People pursue self-interest","2003","Female","7150","0.623070597166376","0.614162094887613","0.631979099445139"
"People are helpful","2004","Male","","","",""
"People are helpful","2004","Female","","","",""
"People pursue self-interest","2004","Male","","","",""
"People pursue self-interest","2004","Female","","","",""
"People are helpful","2005","Male","","","",""
"People are helpful","2005","Female","","","",""
"People pursue self-interest","2005","Male","","","",""
"People pursue self-interest","2005","Female","","","",""
"People are helpful","2006","Male","","","",""
"People are helpful","2006","Female","","","",""
"People pursue self-interest","2006","Male","","","",""
"People pursue self-interest","2006","Female","","","",""
"People are helpful","2007","Male","","","",""
"People are helpful","2007","Female","","","",""
"People pursue self-interest","2007","Male","","","",""
"People pursue self-interest","2007","Female","","","",""
"People are helpful","2008","Male","3268","0.341909150147841","0.332177592633682","0.351640707662001"
"People are helpful","2008","Female","4006","0.390036223053371","0.380484455443303","0.39958799066344"
"People pursue self-interest","2008","Male","5859","0.658090849852158","0.648359292337999","0.667822407366318"
"People pursue self-interest","2008","Female","6011","0.609963776946629","0.60041200933656","0.619515544556698"
"People are helpful","2009","Male","","","",""
"People are helpful","2009","Female","","","",""
"People pursue self-interest","2009","Male","","","",""
"People pursue self-interest","2009","Female","","","",""
"People are helpful","2010","Male","","","",""
"People are helpful","2010","Female","","","",""
"People pursue self-interest","2010","Male","","","",""
"People pursue self-interest","2010","Female","","","",""
"People are helpful","2011","Male","","","",""
"People are helpful","2011","Female","","","",""
"People pursue self-interest","2011","Male","","","",""
"People pursue self-interest","2011","Female","","","",""
"People are helpful","2012","Male","","","",""
"People are helpful","2012","Female","","","",""
"People pursue self-interest","2012","Male","","","",""
"People pursue self-interest","2012","Female","","","",""
"People are helpful","2013","Male","4799","0.412114862694104","0.403063891345193","0.421165834043016"
"People are helpful","2013","Female","6253","0.453242410903851","0.444926556273207","0.461558265534494"
"People pursue self-interest","2013","Male","6562","0.587885137305896","0.578834165956985","0.596936108654807"
"People pursue self-interest","2013","Female","7513","0.546757589096149","0.538441734465506","0.555073443726793"
"People are helpful","2014","Male","","","",""
"People are helpful","2014","Female","","","",""
"People pursue self-interest","2014","Male","","","",""
"People pursue self-interest","2014","Female","","","",""
"People are helpful","2015","Male","","","",""
"People are helpful","2015","Female","","","",""
"People pursue self-interest","2015","Male","","","",""
"People pursue self-interest","2015","Female","","","",""
"People are helpful","2016","Male","","","",""
"People are helpful","2016","Female","","","",""
"People pursue self-interest","2016","Male","","","",""
"People pursue self-interest","2016","Female","","","",""
"People are helpful","2017","Male","","","",""
"People are helpful","2017","Female","","","",""
"People pursue self-interest","2017","Male","","","",""
"People pursue self-interest","2017","Female","","","",""
"People are helpful","2018","Male","6436","0.455714994813762","0.447426912617622","0.464003077009902"
"People are helpful","2018","Female","7172","0.477220780709219","0.469231030899191","0.485210530519247"
"People pursue self-interest","2018","Male","7435","0.544285005186238","0.535996922990098","0.552573087382378"
"People pursue self-interest","2018","Female","7841","0.522779219290781","0.514789469480753","0.530768969100809"
