"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","4.14","4","20696","2","3","5","6","4.12","4.16","4","4"
"2006","","","","","","","","","","",""
"2007","","","","","","","","","","",""
"2008","","","","","","","","","","",""
"2009","4.11","4","17964","2","3","5","6","4.09","4.13","4","4"
"2010","","","","","","","","","","",""
"2011","","","","","","","","","","",""
"2012","3.81","4","7118","1","2","5","6","3.77","3.85","4","4"
"2013","4.18","4","18852","2","3","5","6","4.16","4.2","4","4"
"2014","","","","","","","","","","",""
"2015","","","","","","","","","","",""
"2016","","","","","","","","","","",""
"2017","4.07","4","29186","2","3","5","6","4.05","4.09","4","4"
"2018","","","","","","","","","","",""
"2019","3.98","4","25760","2","3","5","6","3.96","4","4","4"
