"plj0587","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Full Time","1-pers.-HH","26","","",""
"Very often","2013","Full Time","(Married) couple without C. ","21","","",""
"Very often","2013","Full Time","Single parent ","19","","",""
"Very often","2013","Full Time","Couple + C. LE 16 ","24","","",""
"Very often","2013","Full Time","Couple + C. GT 16 ","4","","",""
"Very often","2013","Full Time","Couple + C. LE and GT 16","11","","",""
"Very often","2013","Part Time","1-pers.-HH","25","","",""
"Very often","2013","Part Time","(Married) couple without C. ","16","","",""
"Very often","2013","Part Time","Single parent ","32","0.0310199095970148","0.0206752772695552","0.0413645419244745"
"Very often","2013","Part Time","Couple + C. LE 16 ","40","0.0130613773381943","0.00850379497265048","0.0176189597037381"
"Very often","2013","Part Time","Couple + C. GT 16 ","7","","",""
"Very often","2013","Part Time","Couple + C. LE and GT 16","8","","",""
"Very often","2013","Not Working","1-pers.-HH","107","0.0579193788326795","0.047061669887778","0.068777087777581"
"Very often","2013","Not Working","(Married) couple without C. ","45","0.0116057384082376","0.00825636284190705","0.0149551139745681"
"Very often","2013","Not Working","Single parent ","33","0.0431277447074297","0.0279481831714063","0.058307306243453"
"Very often","2013","Not Working","Couple + C. LE 16 ","30","0.0281564819541587","0.0181699395142097","0.0381430243941077"
"Very often","2013","Not Working","Couple + C. GT 16 ","9","","",""
"Very often","2013","Not Working","Couple + C. LE and GT 16","9","","",""
"Often","2013","Full Time","1-pers.-HH","126","0.107485328203056","0.089953759621125","0.125016896784986"
"Often","2013","Full Time","(Married) couple without C. ","129","0.059623794429511","0.0500846465093795","0.0691629423496424"
"Often","2013","Full Time","Single parent ","85","0.0818444712361722","0.0633285704196079","0.100360372052736"
"Often","2013","Full Time","Couple + C. LE 16 ","201","0.0639829469824689","0.0552936255235738","0.0726722684413641"
"Often","2013","Full Time","Couple + C. GT 16 ","66","0.0625532761256062","0.0490477054453285","0.0760588468058839"
"Often","2013","Full Time","Couple + C. LE and GT 16","53","0.0629357158826557","0.0461807092320815","0.0796907225332299"
"Often","2013","Part Time","1-pers.-HH","61","0.106780897752497","0.0821514084495906","0.131410387055403"
"Often","2013","Part Time","(Married) couple without C. ","93","0.0637586815695288","0.0507208405226478","0.0767965226164097"
"Often","2013","Part Time","Single parent ","126","0.1102701601949","0.0915807563041557","0.128959564085644"
"Often","2013","Part Time","Couple + C. LE 16 ","200","0.072572024726326","0.0621579741766039","0.082986075276048"
"Often","2013","Part Time","Couple + C. GT 16 ","53","0.0720349809835758","0.0549818053581951","0.0890881566089564"
"Often","2013","Part Time","Couple + C. LE and GT 16","45","0.058728470644209","0.0413976075620734","0.0760593337263447"
"Often","2013","Not Working","1-pers.-HH","229","0.123588510748842","0.108290840565317","0.138886180932366"
"Often","2013","Not Working","(Married) couple without C. ","284","0.0780625593467672","0.0696730904050201","0.0864520282885143"
"Often","2013","Not Working","Single parent ","83","0.13232217325424","0.107003005040796","0.157641341467684"
"Often","2013","Not Working","Couple + C. LE 16 ","143","0.154371781258989","0.132559480526877","0.1761840819911"
"Often","2013","Not Working","Couple + C. GT 16 ","60","0.0785897840759595","0.0581372639972842","0.0990423041546348"
"Often","2013","Not Working","Couple + C. LE and GT 16","41","0.0787438882529141","0.05520625902592","0.102281517479908"
"Sometimes","2013","Full Time","1-pers.-HH","489","0.415261904996612","0.387369867542954","0.443153942450271"
"Sometimes","2013","Full Time","(Married) couple without C. ","806","0.334882349353296","0.315869626064931","0.35389507264166"
"Sometimes","2013","Full Time","Single parent ","296","0.331991706035014","0.300182956997984","0.363800455072044"
"Sometimes","2013","Full Time","Couple + C. LE 16 ","992","0.347854369654018","0.330942840062951","0.364765899245085"
"Sometimes","2013","Full Time","Couple + C. GT 16 ","381","0.320783011729301","0.294749991109661","0.34681603234894"
"Sometimes","2013","Full Time","Couple + C. LE and GT 16","225","0.291835123969947","0.260469979290712","0.323200268649183"
"Sometimes","2013","Part Time","1-pers.-HH","238","0.394572487187454","0.355594079123919","0.433550895250988"
"Sometimes","2013","Part Time","(Married) couple without C. ","405","0.314367964810574","0.28959335584036","0.339142573780787"
"Sometimes","2013","Part Time","Single parent ","409","0.366440474368109","0.337690808641405","0.395190140094812"
"Sometimes","2013","Part Time","Couple + C. LE 16 ","829","0.368370379555082","0.349007561688314","0.387733197421851"
"Sometimes","2013","Part Time","Couple + C. GT 16 ","290","0.348786519012026","0.317351822212028","0.380221215812024"
"Sometimes","2013","Part Time","Couple + C. LE and GT 16","243","0.34311184610552","0.308117171840257","0.378106520370782"
"Sometimes","2013","Not Working","1-pers.-HH","616","0.354960342638907","0.332718777862144","0.37720190741567"
"Sometimes","2013","Not Working","(Married) couple without C. ","1259","0.334691508115854","0.319934570831743","0.349448445399964"
"Sometimes","2013","Not Working","Single parent ","227","0.338862685676527","0.303494597812631","0.374230773540423"
"Sometimes","2013","Not Working","Couple + C. LE 16 ","409","0.393721014042092","0.364225338938597","0.423216689145587"
"Sometimes","2013","Not Working","Couple + C. GT 16 ","211","0.318167091195667","0.282767041111547","0.353567141279788"
"Sometimes","2013","Not Working","Couple + C. LE and GT 16","164","0.292073391249311","0.252335555226579","0.331811227272042"
"Rarely ","2013","Full Time","1-pers.-HH","410","0.347261547276787","0.320312932501592","0.374210162051981"
"Rarely ","2013","Full Time","(Married) couple without C. ","1011","0.435900907736689","0.415924354858666","0.455877460614712"
"Rarely ","2013","Full Time","Single parent ","310","0.364863907994475","0.332348373734702","0.397379442254248"
"Rarely ","2013","Full Time","Couple + C. LE 16 ","1246","0.409651015127968","0.392189847082059","0.427112183173878"
"Rarely ","2013","Full Time","Couple + C. GT 16 ","505","0.427457472774326","0.399866631394396","0.455048314154255"
"Rarely ","2013","Full Time","Couple + C. LE and GT 16","346","0.40652956215159","0.372640704071431","0.440418420231748"
"Rarely ","2013","Part Time","1-pers.-HH","214","0.353120962660555","0.315005349513793","0.391236575807318"
"Rarely ","2013","Part Time","(Married) couple without C. ","603","0.445409031894576","0.418886924939494","0.471931138849658"
"Rarely ","2013","Part Time","Single parent ","338","0.308237267536023","0.280684925418777","0.335789609653269"
"Rarely ","2013","Part Time","Couple + C. LE 16 ","907","0.383461147579241","0.363943122389169","0.402979172769314"
"Rarely ","2013","Part Time","Couple + C. GT 16 ","365","0.406441817366086","0.374045281067577","0.438838353664595"
"Rarely ","2013","Part Time","Couple + C. LE and GT 16","278","0.37881615638542","0.343059022011651","0.414573290759188"
"Rarely ","2013","Not Working","1-pers.-HH","533","0.304875911714623","0.283477825254976","0.326273998174271"
"Rarely ","2013","Not Working","(Married) couple without C. ","1520","0.370299797840916","0.35519878748814","0.385400808193692"
"Rarely ","2013","Not Working","Single parent ","230","0.295259912945592","0.261174339607675","0.329345486283509"
"Rarely ","2013","Not Working","Couple + C. LE 16 ","320","0.283150670012684","0.255951821121689","0.310349518903679"
"Rarely ","2013","Not Working","Couple + C. GT 16 ","245","0.358297926088869","0.321853917778394","0.394741934399345"
"Rarely ","2013","Not Working","Couple + C. LE and GT 16","188","0.415828316834082","0.372756679706794","0.45889995396137"
"Never","2013","Full Time","1-pers.-HH","148","0.1098305333409","0.0921320360963612","0.127529030585438"
"Never","2013","Full Time","(Married) couple without C. ","400","0.15818235947577","0.143481693904914","0.172883025046626"
"Never","2013","Full Time","Single parent ","132","0.201719252155255","0.174614618127321","0.228823886183189"
"Never","2013","Full Time","Couple + C. LE 16 ","584","0.16974832523084","0.156418652304703","0.183077998156978"
"Never","2013","Full Time","Couple + C. GT 16 ","279","0.185294563439815","0.163625194791245","0.206963932088385"
"Never","2013","Full Time","Couple + C. LE and GT 16","172","0.231181304448399","0.202094256526261","0.260268352370536"
"Never","2013","Part Time","1-pers.-HH","66","0.102733261148885","0.0785204093697421","0.126946112928028"
"Never","2013","Part Time","(Married) couple without C. ","232","0.166432993181838","0.146556851384766","0.186309134978911"
"Never","2013","Part Time","Single parent ","174","0.184032188303953","0.160910434246821","0.207153942361086"
"Never","2013","Part Time","Couple + C. LE 16 ","408","0.162535070801156","0.147725181157676","0.177344960444637"
"Never","2013","Part Time","Couple + C. GT 16 ","168","0.166015732902079","0.141473092075844","0.190558373728315"
"Never","2013","Part Time","Couple + C. LE and GT 16","133","0.209350551000876","0.17936117532988","0.239339926671872"
"Never","2013","Not Working","1-pers.-HH","293","0.158655856064949","0.141673532776167","0.175638179353731"
"Never","2013","Not Working","(Married) couple without C. ","820","0.205340396288225","0.192707872708707","0.217972919867744"
"Never","2013","Not Working","Single parent ","115","0.190427483416211","0.161088398502189","0.219766568330233"
"Never","2013","Not Working","Couple + C. LE 16 ","152","0.140600052732077","0.119614607452786","0.161585498011367"
"Never","2013","Not Working","Couple + C. GT 16 ","140","0.23092661840286","0.198896528586785","0.262956708218935"
"Never","2013","Not Working","Couple + C. LE and GT 16","101","0.195581373690419","0.160918153684044","0.230244593696793"
"Very often","2014","Full Time","1-pers.-HH","","","",""
"Very often","2014","Full Time","(Married) couple without C. ","","","",""
"Very often","2014","Full Time","Single parent ","","","",""
"Very often","2014","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2014","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2014","Part Time","1-pers.-HH","","","",""
"Very often","2014","Part Time","(Married) couple without C. ","","","",""
"Very often","2014","Part Time","Single parent ","","","",""
"Very often","2014","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2014","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2014","Not Working","1-pers.-HH","","","",""
"Very often","2014","Not Working","(Married) couple without C. ","","","",""
"Very often","2014","Not Working","Single parent ","","","",""
"Very often","2014","Not Working","Couple + C. LE 16 ","","","",""
"Very often","2014","Not Working","Couple + C. GT 16 ","","","",""
"Very often","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Often","2014","Full Time","1-pers.-HH","","","",""
"Often","2014","Full Time","(Married) couple without C. ","","","",""
"Often","2014","Full Time","Single parent ","","","",""
"Often","2014","Full Time","Couple + C. LE 16 ","","","",""
"Often","2014","Full Time","Couple + C. GT 16 ","","","",""
"Often","2014","Full Time","Couple + C. LE and GT 16","","","",""
