"plh0194","year","sex","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","Male","4558","0.43774193378966","0.42833214108526","0.44715172649406"
"Fully agree","2003","Female","5270","0.474664632784259","0.46554156182639","0.483787703742127"
"Rather agree","2003","Male","4755","0.43612685773439","0.426720959977783","0.445532755490996"
"Rather agree","2003","Female","4940","0.412782803928427","0.403788046062525","0.42177756179433"
"Rather disagree","2003","Male","1163","0.107044644087611","0.10118055611052","0.112908732064702"
"Rather disagree","2003","Female","1126","0.0956018201452278","0.0902297433027929","0.100973896987663"
"Disagree fully","2003","Male","202","0.0190865643883388","0.0164912955318313","0.0216818332448462"
"Disagree fully","2003","Female","173","0.0169507431420863","0.0145923765882798","0.0193091096958928"
"Fully agree","2004","Male","","","",""
"Fully agree","2004","Female","","","",""
"Rather agree","2004","Male","","","",""
"Rather agree","2004","Female","","","",""
"Rather disagree","2004","Male","","","",""
"Rather disagree","2004","Female","","","",""
"Disagree fully","2004","Male","","","",""
"Disagree fully","2004","Female","","","",""
"Fully agree","2005","Male","","","",""
"Fully agree","2005","Female","","","",""
"Rather agree","2005","Male","","","",""
"Rather agree","2005","Female","","","",""
"Rather disagree","2005","Male","","","",""
"Rather disagree","2005","Female","","","",""
"Disagree fully","2005","Male","","","",""
"Disagree fully","2005","Female","","","",""
"Fully agree","2006","Male","","","",""
"Fully agree","2006","Female","","","",""
"Rather agree","2006","Male","","","",""
"Rather agree","2006","Female","","","",""
"Rather disagree","2006","Male","","","",""
"Rather disagree","2006","Female","","","",""
"Disagree fully","2006","Male","","","",""
"Disagree fully","2006","Female","","","",""
"Fully agree","2007","Male","","","",""
"Fully agree","2007","Female","","","",""
"Rather agree","2007","Male","","","",""
"Rather agree","2007","Female","","","",""
"Rather disagree","2007","Male","","","",""
"Rather disagree","2007","Female","","","",""
"Disagree fully","2007","Male","","","",""
"Disagree fully","2007","Female","","","",""
"Fully agree","2008","Male","3796","0.418523847566599","0.40845760423182","0.428590090901378"
"Fully agree","2008","Female","4426","0.45069102611849","0.441004143952519","0.460377908284462"
"Rather agree","2008","Male","4173","0.448078509567571","0.437931055929289","0.458225963205852"
"Rather agree","2008","Female","4511","0.437663338816521","0.428004954151636","0.447321723481405"
"Rather disagree","2008","Male","1087","0.115460934221818","0.108939886046641","0.121981982396994"
"Rather disagree","2008","Female","1034","0.0965625895722766","0.0908123001820454","0.102312878962508"
"Disagree fully","2008","Male","170","0.0179367086440127","0.0152284977443973","0.0206449195436281"
"Disagree fully","2008","Female","164","0.0150830454927127","0.0127101394529944","0.0174559515324309"
"Fully agree","2009","Male","","","",""
"Fully agree","2009","Female","","","",""
"Rather agree","2009","Male","","","",""
"Rather agree","2009","Female","","","",""
"Rather disagree","2009","Male","","","",""
"Rather disagree","2009","Female","","","",""
"Disagree fully","2009","Male","","","",""
"Disagree fully","2009","Female","","","",""
"Fully agree","2010","Male","","","",""
"Fully agree","2010","Female","","","",""
"Rather agree","2010","Male","","","",""
"Rather agree","2010","Female","","","",""
"Rather disagree","2010","Male","","","",""
"Rather disagree","2010","Female","","","",""
"Disagree fully","2010","Male","","","",""
"Disagree fully","2010","Female","","","",""
"Fully agree","2011","Male","","","",""
"Fully agree","2011","Female","","","",""
"Rather agree","2011","Male","","","",""
"Rather agree","2011","Female","","","",""
"Rather disagree","2011","Male","","","",""
"Rather disagree","2011","Female","","","",""
"Disagree fully","2011","Male","","","",""
"Disagree fully","2011","Female","","","",""
"Fully agree","2012","Male","","","",""
"Fully agree","2012","Female","","","",""
"Rather agree","2012","Male","","","",""
"Rather agree","2012","Female","","","",""
"Rather disagree","2012","Male","","","",""
"Rather disagree","2012","Female","","","",""
"Disagree fully","2012","Male","","","",""
"Disagree fully","2012","Female","","","",""
