"plh0194","year","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","9828","0.456742430266586","0.450187963409654","0.463296897123519"
"Rather agree","2003","9695","0.424113959864647","0.417611040651987","0.430616879077308"
"Rather disagree","2003","2289","0.101156143465402","0.0971884596276081","0.105123827303195"
"Disagree fully","2003","375","0.0179874664033648","0.016238657673255","0.0197362751334746"
"Fully agree","2004","","","",""
"Rather agree","2004","","","",""
"Rather disagree","2004","","","",""
"Disagree fully","2004","","","",""
"Fully agree","2005","","","",""
"Rather agree","2005","","","",""
"Rather disagree","2005","","","",""
"Disagree fully","2005","","","",""
"Fully agree","2006","","","",""
"Rather agree","2006","","","",""
"Rather disagree","2006","","","",""
"Disagree fully","2006","","","",""
"Fully agree","2007","","","",""
"Rather agree","2007","","","",""
"Rather disagree","2007","","","",""
"Disagree fully","2007","","","",""
"Fully agree","2008","8222","0.435064782674308","0.428081486078278","0.442048079270339"
"Rather agree","2008","8684","0.442722843597336","0.435726263912824","0.449719423281847"
"Rather disagree","2008","2121","0.105743069411669","0.101411539556333","0.110074599267006"
"Disagree fully","2008","334","0.0164693043166866","0.0146765706058956","0.0182620380274776"
"Fully agree","2009","","","",""
"Rather agree","2009","","","",""
"Rather disagree","2009","","","",""
"Disagree fully","2009","","","",""
"Fully agree","2010","","","",""
"Rather agree","2010","","","",""
"Rather disagree","2010","","","",""
"Disagree fully","2010","","","",""
"Fully agree","2011","","","",""
"Rather agree","2011","","","",""
"Rather disagree","2011","","","",""
"Disagree fully","2011","","","",""
"Fully agree","2012","","","",""
"Rather agree","2012","","","",""
"Rather disagree","2012","","","",""
"Disagree fully","2012","","","",""
"Fully agree","2013","10635","0.427677914571319","0.421606518694298","0.43374931044834"
"Rather agree","2013","11736","0.448609153220858","0.442505726589608","0.454712579852107"
"Rather disagree","2013","2787","0.109254728216174","0.105426421103876","0.113083035328471"
"Disagree fully","2013","350","0.0144582039916497","0.0129933154418985","0.0159230925414008"
"Fully agree","2014","","","",""
"Rather agree","2014","","","",""
"Rather disagree","2014","","","",""
"Disagree fully","2014","","","",""
"Fully agree","2015","","","",""
"Rather agree","2015","","","",""
"Rather disagree","2015","","","",""
"Disagree fully","2015","","","",""
"Fully agree","2016","","","",""
"Rather agree","2016","","","",""
"Rather disagree","2016","","","",""
"Disagree fully","2016","","","",""
"Fully agree","2017","","","",""
"Rather agree","2017","","","",""
"Rather disagree","2017","","","",""
"Disagree fully","2017","","","",""
"Fully agree","2018","13029","0.404431927019838","0.39883011435794","0.410033739681735"
"Rather agree","2018","12250","0.446523548110471","0.440849253012294","0.452197843208648"
"Rather disagree","2018","3630","0.13170103687261","0.127841196017233","0.135560877727988"
"Disagree fully","2018","577","0.0173434879970807","0.0158534091460446","0.0188335668481167"
