"year","migback","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","direct migration background","3.79","4","2359","3.72","3.86","1","2","5","6"
"2005","indirect migration background","3.66","4","828","3.55","3.77","2","2","5","6"
"2005","no migration background","3.73","4","17485","3.7","3.76","1","2","5","6"
"2006","direct migration background","","","","","","","","",""
"2006","indirect migration background","","","","","","","","",""
"2006","no migration background","","","","","","","","",""
"2007","direct migration background","","","","","","","","",""
"2007","indirect migration background","","","","","","","","",""
"2007","no migration background","","","","","","","","",""
"2008","direct migration background","","","","","","","","",""
"2008","indirect migration background","","","","","","","","",""
"2008","no migration background","","","","","","","","",""
"2009","direct migration background","3.71","4","1647","3.63","3.79","1","2","5","6"
"2009","indirect migration background","3.58","4","712","3.46","3.7","1","2","5","6"
"2009","no migration background","3.64","4","15627","3.61","3.67","1","2","5","6"
"2010","direct migration background","","","","","","","","",""
"2010","indirect migration background","","","","","","","","",""
"2010","no migration background","","","","","","","","",""
"2011","direct migration background","","","","","","","","",""
"2011","indirect migration background","","","","","","","","",""
"2011","no migration background","","","","","","","","",""
"2012","direct migration background","3.75","4","1090","3.64","3.86","1","2","5","6"
"2012","indirect migration background","3.62","4","484","3.47","3.77","1","2","5","6"
"2012","no migration background","3.6","4","5547","3.56","3.64","1","2","5","6"
"2013","direct migration background","3.77","4","1679","3.69","3.85","1","2","5","6"
"2013","indirect migration background","3.51","3","711","3.39","3.63","1","2","5","6"
"2013","no migration background","3.64","4","16453","3.61","3.67","1","2","5","6"
"2014","direct migration background","","","","","","","","",""
"2014","indirect migration background","","","","","","","","",""
"2014","no migration background","","","","","","","","",""
"2015","direct migration background","","","","","","","","",""
"2015","indirect migration background","","","","","","","","",""
"2015","no migration background","","","","","","","","",""
"2016","direct migration background","","","","","","","","",""
"2016","indirect migration background","","","","","","","","",""
"2016","no migration background","","","","","","","","",""
"2017","direct migration background","3.69","4","7263","3.65","3.73","1","2","5","6"
"2017","indirect migration background","3.69","4","1714","3.61","3.77","1","2","5","6"
"2017","no migration background","3.63","4","20302","3.61","3.65","1","2","5","6"
"2018","direct migration background","","","","","","","","",""
"2018","indirect migration background","","","","","","","","",""
"2018","no migration background","","","","","","","","",""
"2019","direct migration background","3.49","3","3830","3.43","3.55","1","2","5","6"
"2019","indirect migration background","3.49","3","1699","3.41","3.57","1","2","5","6"
"2019","no migration background","3.4","3","20236","3.38","3.42","1","2","5","6"
