"party","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"AfD","1984","Full Time","Couple + C. GT 16 ","","","","","7"
"AfD","1984","Full Time","Couple + C. LE and GT 16","","","","","7"
"AfD","1984","Part Time","1-pers.-HH","","","","","7"
"AfD","1984","Full Time","1-pers.-HH","","","","","7"
"AfD","1984","Full Time","(Married) couple without C. ","","","","","7"
"AfD","1984","Full Time","Single parent ","","","","","7"
"AfD","1984","Full Time","Couple + C. LE 16 ","","","","","7"
"AfD","1984","Part Time","(Married) couple without C. ","","","","","7"
"AfD","1984","Part Time","Single parent ","","","","","7"
"AfD","1984","Part Time","Couple + C. LE 16 ","","","","","7"
"AfD","1984","Part Time","Couple + C. LE and GT 16","","","","","7"
"AfD","1984","Not Working","1-pers.-HH","","","","","7"
"AfD","1984","Not Working","(Married) couple without C. ","","","","","7"
"AfD","1984","Not Working","Single parent ","","","","","7"
"AfD","1984","Not Working","Couple + C. LE 16 ","","","","","7"
"AfD","1984","Not Working","Couple + C. GT 16 ","","","","","7"
"AfD","1984","Not Working","Couple + C. LE and GT 16","","","","","7"
"AfD","1984","Part Time","Couple + C. GT 16 ","","","","","7"
"CDU/CSU","1984","Full Time","(Married) couple without C. ","259","0.418161471035454","0.380839886271094","0.455483055799813","1"
"CDU/CSU","1984","Full Time","1-pers.-HH","106","0.389721153258561","0.332393146633295","0.447049159883826","1"
"CDU/CSU","1984","Full Time","Couple + C. LE 16 ","325","0.419034790520578","0.386781921785948","0.451287659255209","1"
"CDU/CSU","1984","Full Time","Couple + C. GT 16 ","208","0.455648912121217","0.412297941290178","0.498999882952256","1"
"CDU/CSU","1984","Full Time","Couple + C. LE and GT 16","160","0.536887540639096","0.486620063801046","0.587155017477146","1"
"CDU/CSU","1984","Part Time","1-pers.-HH","23","","","","1"
"CDU/CSU","1984","Part Time","(Married) couple without C. ","88","0.445578754107971","0.37803291624838","0.513124591967562","1"
"CDU/CSU","1984","Part Time","Single parent ","18","","","","1"
"CDU/CSU","1984","Part Time","Couple + C. LE 16 ","105","0.395935867567527","0.339157930554874","0.452713804580179","1"
"CDU/CSU","1984","Part Time","Couple + C. LE and GT 16","53","0.515960047592412","0.42870080071803","0.603219294466794","1"
"CDU/CSU","1984","Not Working","1-pers.-HH","181","0.484062011066765","0.434463910923294","0.533660111210236","1"
"CDU/CSU","1984","Not Working","(Married) couple without C. ","336","0.470429002966717","0.434246505269145","0.506611500664289","1"
"CDU/CSU","1984","Not Working","Couple + C. LE 16 ","148","0.396692041623707","0.350126845790986","0.443257237456427","1"
"CDU/CSU","1984","Not Working","Couple + C. GT 16 ","145","0.468933091291512","0.41627457668561","0.521591605897414","1"
"CDU/CSU","1984","Not Working","Couple + C. LE and GT 16","94","0.487921510850475","0.424417250584143","0.551425771116806","1"
"CDU/CSU","1984","Full Time","Single parent ","48","0.437349894435811","0.349325734094733","0.525374054776889","1"
"CDU/CSU","1984","Not Working","Single parent ","34","0.330952206405019","0.244573463934392","0.417330948875646","1"
"CDU/CSU","1984","Part Time","Couple + C. GT 16 ","65","0.394124947626935","0.321931088898792","0.466318806355078","1"
"FDP","1984","Full Time","1-pers.-HH","13","","","","3"
"FDP","1984","Full Time","(Married) couple without C. ","18","","","","3"
"FDP","1984","Full Time","Single parent ","5","","","","3"
"FDP","1984","Full Time","Couple + C. LE 16 ","31","0.0394716074093971","0.0267434436320073","0.0521997711867868","3"
"FDP","1984","Full Time","Couple + C. GT 16 ","12","","","","3"
"FDP","1984","Full Time","Couple + C. LE and GT 16","8","","","","3"
"FDP","1984","Part Time","Couple + C. GT 16 ","4","","","","3"
"FDP","1984","Part Time","Couple + C. LE and GT 16","3","","","","3"
"FDP","1984","Not Working","1-pers.-HH","14","","","","3"
"FDP","1984","Not Working","(Married) couple without C. ","23","","","","3"
"FDP","1984","Not Working","Single parent ","3","","","","3"
"FDP","1984","Not Working","Couple + C. LE and GT 16","9","","","","3"
"FDP","1984","Not Working","Couple + C. LE 16 ","16","","","","3"
"FDP","1984","Part Time","1-pers.-HH","2","","","","3"
"FDP","1984","Part Time","(Married) couple without C. ","6","","","","3"
"FDP","1984","Part Time","Single parent ","","","","","3"
"FDP","1984","Not Working","Couple + C. GT 16 ","5","","","","3"
"FDP","1984","Part Time","Couple + C. LE 16 ","5","","","","3"
"NPD Combination","1984","Full Time","1-pers.-HH","","","","","6"
"NPD Combination","1984","Full Time","(Married) couple without C. ","","","","","6"
"NPD Combination","1984","Not Working","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1984","Not Working","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1984","Part Time","1-pers.-HH","","","","","6"
"NPD Combination","1984","Part Time","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1984","Part Time","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1984","Not Working","1-pers.-HH","","","","","6"
"NPD Combination","1984","Not Working","(Married) couple without C. ","","","","","6"
"NPD Combination","1984","Not Working","Single parent ","","","","","6"
