"party","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"AfD","1984","Single parent ","inadequately","","","","","7"
"AfD","1984","Couple + C. GT 16 ","middle vocational","","","","","7"
"AfD","1984","Couple + C. GT 16 ","vocational + Abi","","","","","7"
"AfD","1984","Couple + C. GT 16 ","higher vocational","","","","","7"
"AfD","1984","Couple + C. GT 16 ","higher education","","","","","7"
"AfD","1984","Couple + C. LE and GT 16","in school","","","","","7"
"AfD","1984","Couple + C. LE and GT 16","inadequately","","","","","7"
"AfD","1984","Couple + C. LE and GT 16","general elemantary","","","","","7"
"AfD","1984","Couple + C. LE and GT 16","middle vocational","","","","","7"
"AfD","1984","Couple + C. LE and GT 16","vocational + Abi","","","","","7"
"AfD","1984","Couple + C. LE and GT 16","higher vocational","","","","","7"
"AfD","1984","Couple + C. LE and GT 16","higher education","","","","","7"
"AfD","1984","(Married) couple without C. ","higher education","","","","","7"
"AfD","1984","Single parent ","in school","","","","","7"
"AfD","1984","1-pers.-HH","in school","","","","","7"
"AfD","1984","1-pers.-HH","inadequately","","","","","7"
"AfD","1984","1-pers.-HH","general elemantary","","","","","7"
"AfD","1984","1-pers.-HH","middle vocational","","","","","7"
"AfD","1984","1-pers.-HH","vocational + Abi","","","","","7"
"AfD","1984","1-pers.-HH","higher vocational","","","","","7"
"AfD","1984","1-pers.-HH","higher education","","","","","7"
"AfD","1984","(Married) couple without C. ","in school","","","","","7"
"AfD","1984","(Married) couple without C. ","inadequately","","","","","7"
"AfD","1984","(Married) couple without C. ","general elemantary","","","","","7"
"AfD","1984","(Married) couple without C. ","middle vocational","","","","","7"
"AfD","1984","(Married) couple without C. ","vocational + Abi","","","","","7"
"AfD","1984","(Married) couple without C. ","higher vocational","","","","","7"
"AfD","1984","Single parent ","general elemantary","","","","","7"
"AfD","1984","Single parent ","middle vocational","","","","","7"
"AfD","1984","Single parent ","vocational + Abi","","","","","7"
"AfD","1984","Single parent ","higher vocational","","","","","7"
"AfD","1984","Single parent ","higher education","","","","","7"
"AfD","1984","Couple + C. LE 16 ","in school","","","","","7"
"AfD","1984","Couple + C. LE 16 ","inadequately","","","","","7"
"AfD","1984","Couple + C. LE 16 ","general elemantary","","","","","7"
"AfD","1984","Couple + C. LE 16 ","middle vocational","","","","","7"
"AfD","1984","Couple + C. LE 16 ","vocational + Abi","","","","","7"
"AfD","1984","Couple + C. LE 16 ","higher vocational","","","","","7"
"AfD","1984","Couple + C. LE 16 ","higher education","","","","","7"
"AfD","1984","Couple + C. GT 16 ","in school","","","","","7"
"AfD","1984","Couple + C. GT 16 ","inadequately","","","","","7"
"AfD","1984","Couple + C. GT 16 ","general elemantary","","","","","7"
"CDU/CSU","1984","1-pers.-HH","inadequately","6","","","","1"
"CDU/CSU","1984","Couple + C. GT 16 ","inadequately","5","","","","1"
"CDU/CSU","1984","1-pers.-HH","in school","","","","","1"
"CDU/CSU","1984","1-pers.-HH","general elemantary","85","0.441299127251752","0.373327546557394","0.509270707946111","1"
"CDU/CSU","1984","1-pers.-HH","middle vocational","152","0.438817138791827","0.387838129723171","0.489796147860483","1"
"CDU/CSU","1984","1-pers.-HH","vocational + Abi","7","","","","1"
"CDU/CSU","1984","1-pers.-HH","higher vocational","26","","","","1"
"CDU/CSU","1984","1-pers.-HH","higher education","34","0.519271133654219","0.403864962212799","0.634677305095638","1"
"CDU/CSU","1984","(Married) couple without C. ","in school","1","","","","1"
"CDU/CSU","1984","Couple + C. LE 16 ","higher education","66","0.385822426840268","0.313905276855719","0.457739576824817","1"
"CDU/CSU","1984","Couple + C. GT 16 ","in school","11","","","","1"
"CDU/CSU","1984","Couple + C. LE 16 ","general elemantary","96","0.385787537443755","0.32985880127546","0.441716273612051","1"
"CDU/CSU","1984","Couple + C. LE 16 ","middle vocational","335","0.41702343082573","0.384221907969439","0.449824953682021","1"
"CDU/CSU","1984","(Married) couple without C. ","inadequately","5","","","","1"
"CDU/CSU","1984","Couple + C. LE 16 ","vocational + Abi","11","","","","1"
"CDU/CSU","1984","Couple + C. LE 16 ","higher vocational","61","0.49472763454109","0.408449828286326","0.581005440795853","1"
"CDU/CSU","1984","(Married) couple without C. ","vocational + Abi","20","","","","1"
"CDU/CSU","1984","(Married) couple without C. ","higher vocational","60","0.555397942691138","0.462110602769963","0.648685282612313","1"
"CDU/CSU","1984","(Married) couple without C. ","higher education","71","0.570591665340569","0.48709307311225","0.654090257568889","1"
"CDU/CSU","1984","Single parent ","in school","2","","","","1"
"CDU/CSU","1984","Single parent ","vocational + Abi","","","","","1"
"CDU/CSU","1984","Single parent ","higher vocational","7","","","","1"
"CDU/CSU","1984","Single parent ","higher education","5","","","","1"
"CDU/CSU","1984","Couple + C. LE 16 ","in school","","","","","1"
"CDU/CSU","1984","Couple + C. LE 16 ","inadequately","6","","","","1"
"CDU/CSU","1984","(Married) couple without C. ","general elemantary","159","0.412916991545951","0.365258828861403","0.460575154230499","1"
"CDU/CSU","1984","(Married) couple without C. ","middle vocational","367","0.441300515355121","0.408114491725327","0.474486538984914","1"
"CDU/CSU","1984","Single parent ","inadequately","2","","","","1"
"CDU/CSU","1984","Single parent ","general elemantary","30","0.350312003151898","0.252293667126988","0.448330339176807","1"
"CDU/CSU","1984","Single parent ","middle vocational","54","0.413023566865606","0.333156191625733","0.49289094210548","1"
"CDU/CSU","1984","Couple + C. GT 16 ","middle vocational","208","0.441412743483984","0.398232590153024","0.484592896814943","1"
"CDU/CSU","1984","Couple + C. GT 16 ","vocational + Abi","5","","","","1"
"CDU/CSU","1984","Couple + C. GT 16 ","higher vocational","44","0.662806073166843","0.54875241096347","0.776859735370216","1"
"CDU/CSU","1984","Couple + C. GT 16 ","higher education","26","","","","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","inadequately","5","","","","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","general elemantary","90","0.515023980625912","0.451125869871962","0.578922091379862","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","middle vocational","166","0.532250513010508","0.480636744339479","0.583864281681537","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","vocational + Abi","4","","","","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","higher education","14","","","","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","in school","7","","","","1"
"CDU/CSU","1984","Couple + C. LE and GT 16","higher vocational","21","","","","1"
"CDU/CSU","1984","Couple + C. GT 16 ","general elemantary","119","0.435027889560412","0.377870652828603","0.49218512629222","1"
"FDP","1984","(Married) couple without C. ","inadequately","1","","","","3"
"FDP","1984","1-pers.-HH","general elemantary","7","","","","3"
"FDP","1984","(Married) couple without C. ","vocational + Abi","4","","","","3"
"FDP","1984","1-pers.-HH","inadequately","","","","","3"
"FDP","1984","1-pers.-HH","higher vocational","2","","","","3"
"FDP","1984","1-pers.-HH","higher education","3","","","","3"
"FDP","1984","(Married) couple without C. ","in school","","","","","3"
"FDP","1984","(Married) couple without C. ","middle vocational","19","","","","3"
"FDP","1984","Couple + C. GT 16 ","vocational + Abi","4","","","","3"
"FDP","1984","Couple + C. GT 16 ","higher education","3","","","","3"
"FDP","1984","1-pers.-HH","middle vocational","15","","","","3"
"FDP","1984","1-pers.-HH","vocational + Abi","2","","","","3"
"FDP","1984","(Married) couple without C. ","higher education","9","","","","3"
"FDP","1984","Single parent ","in school","","","","","3"
"FDP","1984","Couple + C. GT 16 ","middle vocational","6","","","","3"
"FDP","1984","(Married) couple without C. ","general elemantary","8","","","","3"
"FDP","1984","(Married) couple without C. ","higher vocational","5","","","","3"
"FDP","1984","1-pers.-HH","in school","","","","","3"
"FDP","1984","Couple + C. LE 16 ","in school","","","","","3"
"FDP","1984","Couple + C. LE 16 ","middle vocational","16","","","","3"
"FDP","1984","Couple + C. LE 16 ","vocational + Abi","2","","","","3"
"FDP","1984","Couple + C. GT 16 ","higher vocational","2","","","","3"
"FDP","1984","Couple + C. LE and GT 16","in school","","","","","3"
"FDP","1984","Couple + C. LE and GT 16","inadequately","","","","","3"
"FDP","1984","Single parent ","inadequately","","","","","3"
"FDP","1984","Single parent ","general elemantary","","","","","3"
"FDP","1984","Single parent ","middle vocational","5","","","","3"
"FDP","1984","Couple + C. LE 16 ","higher vocational","6","","","","3"
"FDP","1984","Couple + C. GT 16 ","in school","","","","","3"
"FDP","1984","Couple + C. GT 16 ","inadequately","","","","","3"
"FDP","1984","Couple + C. GT 16 ","general elemantary","6","","","","3"
"FDP","1984","Couple + C. LE and GT 16","general elemantary","5","","","","3"
"FDP","1984","Couple + C. LE and GT 16","middle vocational","10","","","","3"
"FDP","1984","Couple + C. LE and GT 16","vocational + Abi","1","","","","3"
"FDP","1984","Couple + C. LE and GT 16","higher vocational","1","","","","3"
"FDP","1984","Couple + C. LE and GT 16","higher education","3","","","","3"
"FDP","1984","Single parent ","higher vocational","2","","","","3"
"FDP","1984","Single parent ","higher education","1","","","","3"
"FDP","1984","Couple + C. LE 16 ","inadequately","","","","","3"
"FDP","1984","Couple + C. LE 16 ","general elemantary","6","","","","3"
"FDP","1984","Couple + C. LE 16 ","higher education","22","","","","3"
"FDP","1984","Single parent ","vocational + Abi","","","","","3"
"NPD Combination","1984","Couple + C. LE 16 ","middle vocational","","","","","6"
"NPD Combination","1984","1-pers.-HH","in school","","","","","6"
"NPD Combination","1984","1-pers.-HH","inadequately","","","","","6"
"NPD Combination","1984","1-pers.-HH","general elemantary","","","","","6"
"NPD Combination","1984","Couple + C. LE 16 ","vocational + Abi","","","","","6"
"NPD Combination","1984","Couple + C. LE 16 ","higher vocational","","","","","6"
"NPD Combination","1984","Couple + C. LE 16 ","higher education","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","in school","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","inadequately","","","","","6"
"NPD Combination","1984","1-pers.-HH","middle vocational","","","","","6"
"NPD Combination","1984","1-pers.-HH","vocational + Abi","","","","","6"
"NPD Combination","1984","1-pers.-HH","higher vocational","","","","","6"
"NPD Combination","1984","1-pers.-HH","higher education","","","","","6"
"NPD Combination","1984","Single parent ","higher education","","","","","6"
"NPD Combination","1984","Couple + C. LE 16 ","in school","","","","","6"
"NPD Combination","1984","Couple + C. LE 16 ","inadequately","","","","","6"
"NPD Combination","1984","Couple + C. LE 16 ","general elemantary","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","higher education","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","in school","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","inadequately","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","middle vocational","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","vocational + Abi","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","higher vocational","","","","","6"
"NPD Combination","1984","(Married) couple without C. ","general elemantary","","","","","6"
"NPD Combination","1984","Single parent ","in school","","","","","6"
"NPD Combination","1984","Single parent ","inadequately","","","","","6"
"NPD Combination","1984","Single parent ","general elemantary","","","","","6"
"NPD Combination","1984","Single parent ","middle vocational","","","","","6"
"NPD Combination","1984","Single parent ","vocational + Abi","","","","","6"
"NPD Combination","1984","Single parent ","higher vocational","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","inadequately","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","general elemantary","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","middle vocational","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","vocational + Abi","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","general elemantary","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","middle vocational","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","vocational + Abi","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","higher vocational","","","","","6"
"NPD Combination","1984","Couple + C. GT 16 ","higher education","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","in school","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","higher vocational","","","","","6"
"NPD Combination","1984","Couple + C. LE and GT 16","higher education","","","","","6"
"Other","1984","1-pers.-HH","in school","","","","","8"
